"word"	"definition"	"concepts"
"go"	"be in the right place or situation"	"book control health government care"
"go"	"be ranked or compare"	"violinist"
"go"	"begin or set in motion"	"morning"
"go"	"have a turn; make one's move in a game"	
"go"	"be contained in"	"time"
"go"	"be sounded, played, or expressed"	"song"
"go"	"blend or harmonize"	"sofa chair flavor dish"
"go"	"lead, extend, or afford access"	"South road basement door"
"go"	"be the right size or shape; fit correctly or as desired"	"piece puzzle"
"go"	"go through in search of something; search through someone's belongings in an unauthorized way"	"drawer desk"
"go"	"be spent"	"money rent food"
"go"	"give support (to) or make a choice (of) one out of a group or number"	"losing candidate"
"go"	"stop operating or functioning"	"engine accident road town way eyesight bus coffee maker car"
"end"	"have an end, in a temporal, spatial, or quantitative sense; either spatial or metaphorical"	"bronchiole end right pianissimo symphony property bush bed"
"end"	"bring to an end or halt"	"attack WW Poland period friendship crime"
"end"	"be the end of; be the last or concluding part of"	"scene movie"
"end"	"put an end to"	"news hope"
"collapse"	"break down, literally or metaphorically"	"wall business ice weight roof dam"
"collapse"	"collapse due to fatigue, an illness, or a sudden attack"	
"collapse"	"fold or close up"	"umbrella stand music collapse"
"collapse"	"fall apart"	"building explosion Negotiations"
"collapse"	"cause to burst"	"pipe ice"
"collapse"	"suffer a nervous breakdown"	
"collapse"	"lose significance, effectiveness, or value"	"market system stock school"
"feel"	"undergo an emotional sensation or be in a particular state of mind"	
"feel"	"come to believe on the basis of emotion, intuitions, or indefinite grounds"	"movie"
"feel"	"perceive by a physical sensation, e.g., coming from the skin or muscles"	"crawl object arm flesh heat wind car"
"feel"	"be conscious of a physical, mental, or emotional state"	"loss hike cold today"
"feel"	"have a feeling or perception about oneself in reaction to someone's behavior or attitude"	"student"
"feel"	"undergo passive experience of:""We felt the effects of inflation"""	"contempt way finger string quartet"
"feel"	"be felt or perceived in a certain way"	"sheet ground"
"feel"	"grope or feel in search of something"	"wallet"
"feel"	"examine by touch"	"sweater cloth customer"
"feel"	"examine (a body part) by palpation"	"stomach runner patient pulse nurse"
"feel"	"find by testing or cautious exploration"	"way room dark"
"feel"	"produce a certain impression"	"home"
"feel"	"pass one's hands over the sexual organs of"	"girl theater movie"
"want"	"feel or have a desire for; want strongly"	"room home"
"want"	"have need of"	"tuner competent piano attention"
"want"	"hunt or look for; want for a particular reason"	"neighbor FBI Uncle Sam"
"want"	"wish or demand the presence of"	"noon"
"want"	"be without, lack; be deficient in"	"shelter flood strength food victim living courtesy"
"place"	"put into a certain place or abstract location"	"Set point tray child Place dog emphasis scent thing"
"place"	"place somebody in a particular situation or location"	"probation"
"place"	"assign a rank or rating to"	"restaurant guide student food"
"place"	"assign a location to"	"Angeles Los agent company"
"place"	"to arrange for"	"call phone place bet"
"place"	"take a place in a competition; often followed by an ordinal"	"Marathon Jerry"
"place"	"intend (something) to move towards a certain goal"	"towards face opponent others criticism fist anger"
"place"	"recognize as being; establish the identity of someone or something"	"man poster"
"place"	"assign to (a job or a home)"	
"place"	"locate"	"Africa film"
"place"	"estimate"	"P.M arrival time"
"place"	"identify the location or place of"	"infection source"
"place"	"make an investment"	"money bond"
"place"	"assign to a station"	
"place"	"finish second or better in a horse or dog race"	"number"
"place"	"sing a note with the correct pitch"	
"grip"	"hold fast or firmly"	"steering wheel"
"grip"	"to grip or seize, as in a wrestling match"	"minute men"
"grip"	"to render motionless, as with a fixed stare or by arousing terror or awe"	"snake cobra charmer"
"stir"	"move an implement through"	"drink soil stir soup"
"stir"	"move very slightly"	"seat"
"stir"	"stir feelings in"	"appetite emotion stir audience"
"stir"	"stir the feelings, emotions, or peace of"	"community country story war"
"stir"	"affect emotionally"	"letter kind movie sympathy"
"stir"	"summon into action or bring into existence, often as if by magic"	"specter spirit mountain bird unemployment air"
"stir"	"to begin moving, ""As the thunder started the sleeping children began to stir"""	
"stir"	"mix or add by stirring"	"nut Stir dough"
"lose"	"fail to keep or to maintain; cease to have, either physically or in an abstract sense"	"seat purse"
"lose"	"fail to win"	"battle war"
"lose"	"suffer the loss of a person through death or removal"	"husband child war parent couple"
"lose"	"place (something) where one cannot find it again"	"eyeglass"
"lose"	"miss from one's possessions; lose sight of"	"glass"
"lose"	"allow to go out of sight"	"detective man light"
"lose"	"fail to make money in a business; make a loss or fail to profit"	"loss year dollar thousand company investment"
"lose"	"fail to get or obtain"	"opportunity year"
"lose"	"retreat"	
"lose"	"fail to perceive or to catch with the senses or the mind"	"remark point part"
"lose"	"be set at a disadvantage"	"translation author"
"add"	"make an addition (to); join or combine or unite with others; increase the quality, quantity, size or scope of"	"dorm dinner letter student plate insult table room Add note"
"add"	"state or say further"	"`It"
"add"	"bestow a quality on"	"music play program atmosphere meeting company lot cachet note presence"
"add"	"make an addition by combining numbers"	"please"
"add"	"determine the sum of"	"town people Add"
"add"	"constitute an addition"	"reputation paper"
"figure"	"judge to be probable"	
"figure"	"be or play a part of or in"	"election program pattern politics government Elections figure"
"figure"	"imagine; conceive of; see in one's mind"	"strategy risk horseback"
"figure"	"make a mathematical calculation or computation"	
"figure"	"understand"	
"come"	"move toward, travel toward something or somebody or approach something or somebody"	"Casbah room closet road"
"come"	"reach a destination; arrive by movement or progress"	"Chicago midnight home o'clock"
"come"	"come to pass; arrive, as in due course"	"shock June day Dawn success"
"come"	"reach or enter a state, relation, condition, use, or position"	"boil contact face wish water terrorist group life anger shoe meaning"
"come"	"to be the product or result"	"vine experience Melons"
"come"	"be found or available; The furniture comes unassembled"""	"color shoe"
"come"	"come forth"	"mouth breath woman scream"
"come"	"be a native of"	"Kalamazoo"
"come"	"extend or reach"	"water knuckle waist sleeve"
"come"	"exist or occur in a certain point in a series"	"France student"
"come"	"cover a certain distance"	"way"
"come"	"come under, be classified or included"	"category heading fall"
"come"	"happen as a result"	
"come"	"add up in number or quantity"	"bill"
"come"	"develop into"	"anything idea nothing plan"
"come"	"be received"	"News Rwanda massacre"
"come"	"come to one's mind; suggest itself"	"secretary idea"
"come"	"come from; be connected by a relationship of blood, for example"	"family origin"
"come"	"proceed or get along"	"way job graduate school"
"come"	"experience orgasm"	
"come"	"have a certain priority"	"family"
"interest"	"excite the curiosity of; engage the interest of"	
"interest"	"be on the mind of"	"consonant shift Germanic"
"interest"	"be of importance or consequence"	"matter"
"bond"	"stick to firmly"	"wallpaper wall"
"bond"	"create social or emotional ties"	"child grandparent bond"
"bond"	"issue bonds on"	
"bond"	"bring together in a common cause or emotion"	"death child"
"campaign"	"run, stand, or compete for an office or a position"	"year treasurer"
"campaign"	"exert oneself continuously, vigorously, or obtrusively to gain an end or engage in a crusade for a certain cause or person; be an advocate for"	"woman party candidate Dean right reform"
"campaign"	"go on a campaign; go off to war"	
"respond"	"show a response or a reaction to something"	
"respond"	"react verbally"	"question invitation"
"respond"	"respond favorably or as hoped"	"therapy cancer"
"labour"	"work hard"	"day homework Lexicographers math"
"labour"	"strive and make an effort to reach a goal"	"year thesis living deadline"
"labour"	"undergo the efforts of childbirth"	
"predict"	"make a prediction about; tell in advance"	"election outcome"
"predict"	"indicate by signs"	"sign news"
"hold"	"keep in a certain state, position, or activity; e.g., ""keep clean"""	"lady place toe student hold"
"hold"	"have or hold in one's hands or grip"	"moment bowl idea hold"
"hold"	"organize or be responsible for"	"reception party course"
"hold"	"have or possess, either in a concrete or an abstract sense"	"bank daughter Harvard degree Master"
"hold"	"keep in mind or convey as a conviction or view"	"view truth"
"hold"	"maintain (a theory, thoughts, or feelings)"	"notion harbor grudge entertain resentment"
"hold"	"to close within bounds, limit or hold back from movement"	"stockade center immigrant passenger journalist train detention terrorist ransom animal dozen"
"hold"	"secure and keep for possible future use or application"	"landlord right security deposit"
"hold"	"have rightfully; of rights, titles, and offices"	"decade title Duchess governorship"
"hold"	"be the physical support of; carry the weight of"	"beam mirror hand roof"
