word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance
flatfoot,1,1,mon,2,0.2222222222222222,1,0,conc,ooc,False,0.13412138873447188,0.2222222222222222,1.5555555555555556
midget,1,2,poly,2,None,0,0,conc,ooc,False,0.17154329487988607,,
gooseflesh,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
Terylene,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
de facto,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
basset,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,
minority,1,4,poly,3,0.3076923076923077,2,0,abs,False,False,OOV/OOW,0.34700854700854694,1.9589743589743593
differently,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000009,1.0,0.0
visa,2,2,homonyms_only_different_pos,3,0.11764705882352941,0,0,abs,ooc,False,OOWN,0.11764705882352941,2.6470588235294117
clearinghouse,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
fratricide,1,2,poly,3,0.1,1,0,abs-conc,ooc,False,OOV/OOW,0.21747655583972722,2.347570332480818
northwestwards,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
silt up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
jubilation,1,1,mon,3,0.26666666666666666,1,0,abs,ooc,False,OOV/OOW,0.2866910866910867,2.1399267399267394
garden,2,4,homonyms_only_different_pos,4,0.125,1,6,abs-conc,False,False,OOWN,0.33172514619883037,2.6730994152046783
coffee shop,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
swivel,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOWN,,
- eyed,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
background,1,6,poly,9,0.09523809523809523,2,0,abs-conc,True,False,0.3862917654828788,0.26628738171750105,6.60341356454249
quality,1,2,poly,7,0.25,2,6,abs,False,False,0.2484406791045986,0.4426223776223776,3.9016433566433566
hot-house,0,0,oov,0,None,0,0,-,True,False,OOWN,,
cadaverous,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,
prima facie,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
I,2,3,homonyms_only_different_pos,4,0.23529411764705882,1,0,abs,ooc,False,OOV/OOW,0.2762335703512174,2.8950657185951307
mo,1,2,poly,3,0.11764705882352941,0,0,abs-n,ooc,False,0.18119668625256485,0.20653594771241832,2.380392156862745
county town,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
buttonhook,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
Red Crescent,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
soft - pedal,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
twitch,2,4,homonyms_only_different_pos,6,0.2222222222222222,1,4,abs,False,False,OOV/OOW,0.26706349206349206,4.397619047619048
untangle,1,1,mon,2,0.25,1,0,-,ooc,False,0.1883225993285429,0.25,1.5
degeneracy,1,3,poly,2,0.35294117647058826,1,0,abs,ooc,False,0.2641330004362512,0.35294117647058826,1.2941176470588234
ormolu,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
fine,5,15,homonyms_only_different_pos,10,None,4,1,abs,True,False,0.24460866001575912,,
plaster cast,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
ridge,2,2,homonyms_only_different_pos,11,0.14285714285714285,2,6,abs-conc,False,False,0.45646369757678057,0.31139638139638137,7.574639804639805
muck,2,5,homonyms_only_different_pos,5,0.2222222222222222,4,0,abs-conc,ooc,False,0.1114464695386364,0.3048687423687424,3.475656288156288
remiss,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
retarded,1,1,mon,6,0.2222222222222222,0,0,abs,ooc,False,OOV/OOW,0.27116402116402116,4.3730158730158735
squarely,0,0,oov,5,None,1,0,-,False,False,0.09153793749761796,,
avaunt,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
lump,4,10,homonyms_also_same_pos,6,0.15384615384615385,2,1,abs-conc,False,False,0.10563733908390738,0.22111222111222112,4.673326673326673
theatregoer,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
oblige,1,3,poly,3,0.18181818181818182,1,3,-,True,False,OOWN,0.218013468013468,2.345959595959596
drag,2,14,homonyms_only_different_pos,17,0.1111111111111111,8,21,abs-conc,True,False,OOV/OOW,0.23680866052714786,12.974252771038486
gas station,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
F,3,3,homonyms_also_same_pos,4,0.23529411764705882,1,0,abs,ooc,False,OOV/OOW,0.33278118939883644,2.6688752424046545
no one,1,1,mon,0,None,0,0,-,False,False,OOWN,,
discontent,3,4,homonyms_only_different_pos,3,None,0,0,abs,False,False,0.42965704694756185,,
Italian,1,1,mon,3,0.11764705882352941,2,0,abs-conc,ooc,False,OOWN,0.11764705882352941,2.6470588235294117
armistice,1,1,mon,1,1.0,0,0,abs,ooc,False,0.754957953370389,1.0,0.0
swig,2,2,homonyms_only_different_pos,3,0.25,1,0,conc,ooc,False,OOWN,0.25,2.25
oscar,0,0,oov,1,1.0,0,0,abs,False,False,OOV/OOW,1.0,0.0
arrack,1,1,mon,1,1.0,0,0,abs,ooc,False,0.5878069480001957,1.0,0.0
underfloor,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
plough under,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
wheat,1,2,poly,3,0.09090909090909091,1,0,abs-conc,False,False,OOV/OOW,0.13301078006960362,2.600967659791189
radioactivity,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
sweet william,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
1944,0,0,oov,0,None,0,0,-,False,False,OOWN,,
kinship,1,2,poly,2,0.75,1,0,abs,ooc,False,OOV/OOW,0.75,0.5
photographic,1,2,poly,2,None,0,0,-,False,False,OOWN,,
intact,1,1,mon,4,None,1,0,-,False,False,OOWN,,
adaptable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000004,1.0,0.0
outfight,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
spurious,1,3,poly,3,None,1,0,-,False,False,0.13788816249862326,,
cat - and - mouse,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
tiger lily,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
polling booth,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
breathtaking,1,2,poly,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0
fort,1,3,poly,5,0.2,1,0,conc,ooc,False,0.4565336961147826,0.3081699346405229,3.4591503267973858
cavort,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
rounded,0,0,oov,8,0.16666666666666666,1,0,-,False,False,OOV/OOW,0.24365422936851514,6.050766165051879
cosmonaut,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5651345248263852,1.0,0.0
cordon,1,3,poly,3,0.1,1,0,abs-conc,ooc,False,OOWN,0.14795321637426898,2.556140350877193
motorcycle,1,1,mon,2,None,0,1,conc,ooc,False,OOWN,,
healthy,1,3,poly,5,None,1,0,-,False,False,0.14366043382837418,,
tweak,2,2,homonyms_only_different_pos,4,0.18181818181818182,2,6,abs,ooc,False,OOWN,0.20134680134680136,3.1946127946127945
ago,1,1,mon,2,None,0,0,-,False,False,OOV/OOW,,
disendow,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
pete,0,0,oov,0,None,0,0,-,False,False,OOWN,,
well-established,0,0,oov,0,None,0,0,-,False,False,OOWN,,
ethnology,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0
reply,2,2,homonyms_only_different_pos,3,0.3076923076923077,1,5,abs,False,False,OOWN,0.3076923076923077,2.0769230769230766
slewed,1,1,mon,2,0.25,0,0,-,ooc,False,OOWN,0.25,1.5
straw - coloured,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
hieroglyphics,1,1,mon,2,0.7692307692307693,0,0,abs,ooc,False,OOWN,0.7692307692307693,0.46153846153846145
spring - clean,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN,,
incidental expenses,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
commissariat,1,3,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0
cast away,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
self - possession,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
weasel,1,1,mon,2,0.5454545454545454,0,0,conc,ooc,False,OOWN,0.5454545454545454,0.9090909090909092
bats,1,1,mon,11,0.1,0,0,abs-conc,ooc,False,0.07383884316677135,0.3531565656565657,7.115277777777777
ducking stool,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
swarf,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
all - star,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
tapestry,1,1,mon,3,0.14285714285714285,1,0,abs-conc,ooc,False,0.19080924432625018,0.3211233211233211,2.0366300366300365
lively,1,5,poly,6,None,1,0,-,False,False,OOV/OOW,,
WALES,0,0,oov,3,0.10526315789473684,0,0,abs-conc-n,ooc,True,OOV/OOW,0.18977181515881206,2.430684554523564
doddery,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
glory hole,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Benjamin Netanyahu,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
bygones,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
tidy,3,5,homonyms_only_different_pos,5,None,2,0,conc,False,False,0.09944951545402281,,
artifice,1,4,poly,1,1.0,0,0,abs,ooc,False,0.5787171812702807,1.0,0.0
wandering,1,2,poly,9,0.16666666666666666,0,0,abs,False,False,0.33637810306212457,0.2324575424575425,6.907882117882118
expand,1,2,poly,7,0.14285714285714285,1,3,-,True,False,OOV/OOW,0.29762697619840484,4.916611166611166
at home,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
misbehaved,1,1,mon,1,1.0,0,0,-,ooc,False,0.3029530347509694,1.0,0.0
leek,1,1,mon,2,0.2,1,0,conc,ooc,False,OOV/OOW,0.2,1.6
vowel,1,2,poly,2,0.25,1,0,abs,False,False,OOV/OOW,0.25,1.5
prominence,1,3,poly,3,0.375,2,0,abs,False,False,OOV/OOW,0.39166666666666666,1.8250000000000002
inanition,1,2,poly,2,0.42857142857142855,1,0,abs,ooc,False,OOWN,0.42857142857142855,1.1428571428571428
mess about,1,4,poly,0,None,0,0,-,ooc,False,OOWN,,
bewail,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
dispel,1,1,mon,2,0.3333333333333333,1,0,-,False,False,OOV/OOW,0.3333333333333333,1.3333333333333335
aback,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,
fret,4,5,homonyms_also_same_pos,16,0.1111111111111111,7,6,abs-conc,False,False,OOV/OOW,0.255968180068412,11.904509118905409
blotch,1,2,poly,2,None,0,0,abs,ooc,False,OOV/OOW,,
skim,1,4,poly,10,0.125,5,6,abs-conc,True,False,OOV/OOW,0.2580988455988456,7.4190115440115445
scanty,1,1,mon,2,None,0,0,conc,ooc,False,0.08265268926698208,,
czarina,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5117785502045004,1.0,0.0
hypothesis,1,1,mon,3,0.2857142857142857,1,0,abs,ooc,False,OOV/OOW,0.41269841269841273,1.7619047619047616
gadabout,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
senile,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0
come into,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,
brawny,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0
crocodile tears,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
kick,2,12,homonyms_only_different_pos,14,0.2,5,26,abs,True,False,OOV/OOW,0.31927473151643365,9.530153758769927
expeditious,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0
sighted,1,1,mon,3,0.2222222222222222,0,0,-,ooc,False,OOWN,0.2222222222222222,2.3333333333333335
complement,2,4,homonyms_only_different_pos,7,0.13333333333333333,3,0,abs-conc,False,False,OOV/OOW,0.23841574776559293,5.33108976564085
supply,2,8,homonyms_only_different_pos,7,0.16666666666666666,2,7,abs-conc,True,False,OOWN,0.29074074074074074,4.964814814814815
borzoi,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
sensitivity,1,1,mon,5,0.26666666666666666,1,0,abs,True,False,OOWN,0.41622710622710624,2.9188644688644687
paragon,1,1,mon,2,0.13333333333333333,1,0,abs-conc,ooc,False,0.11532464433891056,0.13333333333333333,1.7333333333333334
antipersonnel,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0
crush barrier,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
unprejudiced,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
from now on,0,0,oov,0,None,0,0,-,False,False,OOWN,,
move along,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
clerical,1,2,poly,3,None,2,0,-,ooc,False,OOWN,,
21,0,0,oov,2,None,0,0,abs,False,False,OOWN,,
reversal,1,1,mon,8,0.2857142857142857,1,0,abs,ooc,False,0.18121261725798304,0.5062917471613846,3.9496660227089233
consistory,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0
finicky,1,1,mon,1,1.0,0,0,-,ooc,False,0.6119232420072134,1.0,0.0
gnawing,1,1,mon,2,0.16666666666666666,0,0,-,ooc,False,OOV/OOW,0.16666666666666666,1.6666666666666667
golden,1,3,poly,6,None,4,0,-,True,False,OOWN,,
anaesthesia,1,2,poly,1,1.0,0,0,abs,ooc,False,0.7873344539766629,1.0,0.0
hydrogen peroxide,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
fours,1,1,mon,2,0.2222222222222222,0,0,abs,False,False,0.06028625793662151,0.2222222222222222,1.5555555555555556
vespers,1,1,mon,3,0.10526315789473684,0,0,abs-n,ooc,False,OOV/OOW,0.1673628515733779,2.497911445279866
Panda car,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
southbound,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0
job,1,14,poly,17,0.09523809523809523,6,16,abs-conc-n,True,False,0.22230456687419448,0.2795461346931934,12.247715710215713
sensuality,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000016,1.0,0.0
interlocutor,1,1,mon,2,0.5217391304347826,1,0,conc,ooc,False,OOV/OOW,0.5217391304347826,0.9565217391304348
press,3,31,homonyms_also_same_pos,23,0.08695652173913043,10,19,abs-conc,True,False,0.04543173350544444,0.23983336793628535,17.483832537465435
chandler,1,1,mon,3,0.5454545454545454,2,0,conc-n,ooc,False,OOV/OOW,0.5636363636363636,1.309090909090909
mikado,1,1,mon,1,0.7857142857142857,0,0,conc,ooc,False,0.5600492566685711,1.0,0.0
neophyte,1,2,poly,3,0.6,2,0,conc,ooc,False,0.10407977091405463,0.6444444444444444,1.0666666666666669
generally,1,3,poly,3,None,2,0,-,False,False,OOV/OOW,,
practical politics,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
ooh,0,0,oov,1,1.0,0,0,-,False,False,0.6116052911685373,1.0,0.0
burden of proof,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
inquire for,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
catsup,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
burner,1,1,mon,2,0.375,1,0,conc,ooc,False,OOWN,0.375,1.25
beneficiary,1,1,mon,3,0.13333333333333333,2,0,abs-conc,ooc,False,0.2798029639134255,0.13333333333333333,2.6
South,1,2,poly,7,0.13333333333333333,1,0,abs-conc-n,ooc,True,OOV/OOW,0.3814785214785214,4.32965034965035
southeastwards,1,1,mon,1,1.0,0,0,abs,ooc,False,OOWN,1.0,0.0
insular,1,2,poly,3,None,1,0,-,ooc,False,OOWN,,
allude to,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
en famille,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Briton,1,1,mon,3,0.8571428571428571,2,0,conc,ooc,False,OOV/OOW,0.8571428571428571,0.4285714285714287
alert,3,7,homonyms_only_different_pos,7,0.26666666666666666,2,5,abs,True,False,OOV/OOW,0.30533910533910535,4.862626262626263
bursar,1,1,mon,1,1.0,0,0,conc,ooc,False,0.9999999999999998,1.0,0.0
consolidate,1,2,poly,5,0.18181818181818182,2,4,-,True,False,OOWN,0.2402525252525253,3.7987373737373735
truehearted,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0
upstream,1,1,mon,2,None,0,0,-,False,False,0.5951443887038129,,
harmonica,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0
protoplasm,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000002,1.0,0.0
back formation,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,
retainer,1,2,poly,3,0.1,3,0,abs-conc,ooc,False,OOWN,0.22069716775599127,2.3379084967320263
pound,3,11,homonyms_also_same_pos,22,0.1,6,14,abs-conc-n,True,False,0.3532977278085035,0.3955920963433255,13.296973880446838
goods,1,5,poly,4,0.15384615384615385,0,0,abs-conc,False,False,0.4173127135177095,0.41860916860916847,2.3255633255633263
life - size,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
bad blood,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
held,1,1,mon,37,0.15384615384615385,0,0,-,ooc,False,0.06484593328644955,0.2815057429343153,26.584287511430333
jigger,1,3,poly,3,0.3076923076923077,2,0,conc,ooc,False,OOV/OOW,0.40898232202580026,1.7730530339225994
ex post facto,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
sign language,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
good evening,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
motorway,1,1,mon,1,1.0,0,0,conc,False,False,0.5988905849013142,1.0,0.0
sinful,1,2,poly,3,None,1,0,-,ooc,False,0.24902460713574814,,
flaw,2,2,homonyms_only_different_pos,4,0.7692307692307693,1,4,abs,ooc,False,OOWN,0.7905982905982906,0.8376068376068377
built - in,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
volcanic,1,2,poly,3,None,1,0,-,ooc,False,OOWN,,
symbolism,1,2,poly,3,0.26666666666666666,2,0,abs,ooc,False,OOWN,0.2866910866910867,2.1399267399267394
corresponding,1,1,mon,7,0.3333333333333333,0,0,-,False,False,OOWN,0.3666666666666667,4.433333333333334
gold dust,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
dessertspoon,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0
programmed learning,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
trashy,1,1,mon,2,None,1,0,-,ooc,False,0.23055304083197584,,
declared,1,1,mon,10,0.14285714285714285,0,0,-,ooc,False,OOV/OOW,0.3379566861709718,6.620433138290283
Gregorian calendar,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
stone's throw,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
anther,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0
phantom,1,2,poly,3,0.5555555555555556,1,0,abs,ooc,False,OOWN,0.5555555555555556,1.3333333333333333
usurious,1,3,poly,1,1.0,0,0,-,ooc,False,0.553673940021083,1.0,0.0
duty,1,6,poly,3,0.2222222222222222,3,5,abs,True,False,OOWN,0.36083877995642705,1.917483660130719
rapist,1,1,mon,1,0.9166666666666666,0,0,conc,ooc,False,0.5916876577446359,1.0,0.0
second childhood,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
bilingual,2,3,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOV/OOW,,
lava,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0
contraction,1,3,poly,4,0.2222222222222222,1,0,abs,ooc,False,OOV/OOW,0.3976186380985143,2.409525447605943
vocational,1,1,mon,1,1.0,0,0,-,True,False,1.0000000000000013,1.0,0.0
beetle,3,6,homonyms_also_same_pos,6,0.25,4,4,conc,ooc,False,OOWN,0.29924242424242425,4.204545454545454
familiarly,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0
chlorine,1,1,mon,1,0.8571428571428571,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0
bus,2,3,homonyms_only_different_pos,7,0.10526315789473684,4,4,abs-conc,False,False,0.30757394824464085,0.33351687299055727,4.665381889066099
batten down,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
coolly,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000004,1.0,0.0
marmalade,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000018,1.0,0.0
routine,2,4,homonyms_only_different_pos,4,0.23529411764705882,2,4,abs,False,False,0.1767713386738926,0.3235294117647059,2.7058823529411766
axe,2,4,homonyms_only_different_pos,3,0.2,1,0,conc,False,False,OOWN,0.2,2.4000000000000004
absorption,1,3,poly,6,0.14285714285714285,2,0,abs-conc,ooc,False,OOV/OOW,0.3266966366966368,4.039820179820179
cupping,1,1,mon,4,0.2222222222222222,0,0,abs,ooc,False,OOWN,0.2526455026455026,2.9894179894179898
Taoism,1,1,mon,4,0.2222222222222222,4,0,abs,ooc,False,OOV/OOW,0.41203703703703703,2.351851851851852
algiers,0,0,oov,1,0.9090909090909091,0,0,n,False,False,OOV/OOW,1.0,0.0
russia,0,0,oov,4,0.5555555555555556,0,0,n,False,False,OOV/OOW,0.682433207201009,1.270267171195964
prose poem,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
hard sell,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
relief road,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
concordat,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000024,1.0,0.0
mezzo,2,2,homonyms_only_different_pos,2,0.125,1,0,abs-conc,False,False,OOWN,0.125,1.75
westernmost,1,1,mon,1,1.0,0,0,-,False,False,1.000000000000001,1.0,0.0
lessen,1,2,poly,3,0.2222222222222222,1,1,-,ooc,False,OOV/OOW,0.4193121693121693,1.742063492063492
New Testament,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
famously,1,1,mon,2,None,1,0,-,ooc,False,0.10870566534354352,,
fight out,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
ignition,1,2,poly,3,0.1,1,0,abs-conc,ooc,False,OOV/OOW,0.13859649122807016,2.5842105263157897
slacks,1,1,mon,15,0.1111111111111111,0,0,abs-conc,ooc,False,0.13705038004462936,0.2620519767926097,11.069220348110854
tailwind,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000002,1.0,0.0
calibrate,1,2,poly,3,0.2222222222222222,1,3,-,ooc,False,OOWN,0.23148148148148148,2.3055555555555554
t .,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
twinkling,1,2,poly,4,0.2857142857142857,0,0,abs,ooc,False,0.07541956386430683,0.2857142857142857,2.857142857142857
shop steward,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
Boston Red Sox,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
circumspect,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0
moo,2,3,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOWN,,
short-term,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
save,3,8,homonyms_only_different_pos,12,0.13333333333333333,3,8,abs,True,False,OOV/OOW,0.30003057548512085,8.399633094178549
waking,1,1,mon,7,0.16666666666666666,0,0,abs,ooc,False,OOV/OOW,0.2603246753246753,5.177727272727273
hypochondriac,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,
husky,2,3,homonyms_only_different_pos,3,None,2,0,conc,ooc,False,0.1704206199930023,,
ha - ha,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN,,
hem,3,4,homonyms_also_same_pos,4,0.125,1,0,abs-conc,False,False,OOV/OOW,0.1736111111111111,3.3055555555555554
houseboat,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018,1.0,0.0
pick - me - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
chapel,2,7,homonyms_only_different_pos,2,0.10526315789473684,2,0,abs-conc,False,False,OOV/OOW,0.10526315789473684,1.7894736842105263
slobber,2,4,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOV/OOW,,
Johann Sebastian Bach,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,
jinrikisha,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
inform against,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
working knowledge,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
windbag,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0
simplified,0,0,oov,2,None,0,0,-,False,False,0.4548717871945274,,
delineate,1,2,poly,6,0.11764705882352941,2,0,-,ooc,False,OOWN,0.20859010270774977,4.748459383753501
literacy,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0
bray,2,2,homonyms_only_different_pos,4,0.2,2,0,abs,ooc,False,OOV/OOW,0.23597883597883595,3.056084656084656
warp,2,4,homonyms_only_different_pos,6,0.1111111111111111,3,1,abs-conc,ooc,False,OOV/OOW,0.20952380952380953,4.742857142857143
hysteria,1,2,poly,3,0.42105263157894735,2,0,abs,ooc,False,0.34442539678369516,0.5424672793093845,1.3725981620718464
unpretentious,1,1,mon,3,None,1,0,-,ooc,False,OOV/OOW,,
hills,0,0,oov,6,0.375,0,0,conc-n,False,False,OOV/OOW,0.43710219519043053,3.3773868288574165
twenty-first,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0
handy,1,4,poly,4,None,2,0,n,True,False,OOV/OOW,,
slander,2,3,homonyms_only_different_pos,3,0.5,1,0,abs,ooc,False,0.30409950898258437,0.5,1.5
constitute,1,3,poly,4,0.2222222222222222,2,4,-,True,False,OOWN,0.38280423280423276,2.468783068783069
roller blind,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
shortage,1,1,mon,2,0.375,1,0,abs,False,False,0.41099115987151524,0.375,1.25
evermore,1,2,poly,2,None,1,0,-,ooc,False,0.1295907560190051,,
business-orientated,0,0,oov,0,None,0,0,-,True,False,OOWN,,
quash,1,2,poly,2,0.2222222222222222,1,0,-,True,False,OOWN,0.2222222222222222,1.5555555555555556
Quaker,1,1,mon,2,0.631578947368421,1,0,conc,ooc,False,OOV/OOW,0.631578947368421,0.736842105263158
marriage,1,2,poly,4,0.2222222222222222,1,4,abs,False,False,0.44030427140249073,0.3088839809428045,2.7644640762287818
breezeblock,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
ice water,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,
polyester,1,1,mon,3,0.23529411764705882,1,0,abs-conc,ooc,False,OOWN,0.4418650403305135,1.6744048790084594
walking,1,3,poly,12,0.2,0,0,abs,False,False,OOV/OOW,0.2528571428571429,8.965714285714284
