word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word,av_wup_sim,n_syns_wup_distance,wiki_frequency,wn_noun
sylphlike,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
diptych,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,560,True
intermittent,1,1,mon,1,1.0,1,0,-,ooc,False,1.0,1.0,0.0,6462,False
inverse,1,2,poly,3,None,1,0,abs,False,False,OOWN,,,10126,True
expansion,1,2,poly,4,0.25,1,5,abs,True,False,OOV/OOW,0.46613756613756613,2.1354497354497353,104819,True
surreal,1,1,mon,2,None,1,0,-,False,False,0.46199631346089387,,,4831,False
sobriquet,1,1,mon,1,1.0,0,0,abs,ooc,False,0.48186993340613543,1.0,0.0,1251,True
reaping hook,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
whence,1,4,poly,1,1.0,0,0,-,False,False,1.0000000000000013,1.0,0.0,4052,False
mastery,1,1,mon,3,0.26666666666666666,2,0,abs,ooc,False,0.25719169471569553,0.38925518925518926,1.8322344322344324,5556,True
felicitate,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,142,False
adamant,2,2,homonyms_only_different_pos,2,None,0,0,abs,False,False,0.1264456910927861,,,2655,True
bowdlerize,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
skidlid,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
capture,2,6,homonyms_only_different_pos,11,0.125,4,11,abs-conc,True,False,0.11962117732017995,0.3009579831932772,7.6894621848739515,78191,True
majolica,1,1,mon,1,1.0,0,0,conc,ooc,False,0.7235568807914438,1.0,0.0,264,True
field gun,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
obscene,1,1,mon,3,None,1,0,-,ooc,False,0.2538916993363528,,,3929,False
Kanye West,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
20ft,0,0,oov,0,None,0,0,-,False,False,OOWN,,,417,False
quadrangular,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0,1317,False
good - for - nothing,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
1896,0,0,oov,0,None,0,0,-,False,False,OOWN,,,50496,False
Dutch treat,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
crossing,1,4,poly,15,0.1,2,8,abs-conc,False,False,0.17344885088112952,0.2648444126235242,11.027333810647137,79199,True
cut - and - dried,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
analysis,1,4,poly,6,0.2,4,7,abs,False,False,0.25375184364543407,0.30590414241188235,4.164575145528706,133517,True
appetizer,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,539,True
donor,1,2,poly,2,0.9,1,0,conc,ooc,False,OOV/OOW,0.9,0.19999999999999996,12568,True
such as,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
wank,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOV/OOW,,,176,True
strike pay,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
flatfoot,1,1,mon,2,0.2222222222222222,1,0,conc,ooc,False,0.13412138873447188,0.2222222222222222,1.5555555555555556,135,True
midget,1,2,poly,2,None,0,0,conc,ooc,False,0.17154329487988607,,,3720,True
gooseflesh,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
Terylene,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
de facto,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
basset,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW,,,1639,True
minority,1,4,poly,3,0.3076923076923077,2,0,abs,False,False,OOV/OOW,0.34700854700854694,1.9589743589743593,52683,True
differently,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000009,1.0,0.0,14795,False
visa,2,2,homonyms_only_different_pos,3,0.11764705882352941,0,0,abs,ooc,False,OOWN,0.11764705882352941,2.6470588235294117,17119,True
clearinghouse,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,948,False
fratricide,1,2,poly,3,0.1,1,0,abs-conc,ooc,False,OOV/OOW,0.21747655583972722,2.347570332480818,224,True
northwestwards,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,250,True
silt up,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
jubilation,1,1,mon,3,0.26666666666666666,1,0,abs,ooc,False,OOV/OOW,0.2866910866910867,2.1399267399267394,504,True
garden,2,4,homonyms_only_different_pos,4,0.125,1,6,abs-conc,False,False,OOWN,0.33172514619883037,2.6730994152046783,121122,True
coffee shop,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
swivel,2,2,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOWN,,,1490,True
- eyed,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
background,1,6,poly,9,0.09523809523809523,2,0,abs-conc,True,False,0.3862917654828788,0.26628738171750105,6.60341356454249,87285,True
quality,1,2,poly,7,0.25,2,6,abs,False,False,0.2484406791045986,0.4426223776223776,3.9016433566433566,162516,True
hot-house,0,0,oov,0,None,0,0,-,True,False,OOWN,,,OOV,False
cadaverous,1,1,mon,2,None,1,0,-,ooc,False,OOV/OOW,,,OOV,False
prima facie,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
I,2,3,homonyms_only_different_pos,4,0.23529411764705882,1,0,abs,ooc,False,OOV/OOW,0.2762335703512174,2.8950657185951307,OOV,True
mo,1,2,poly,3,0.11764705882352941,0,0,abs-n,ooc,False,0.18119668625256485,0.20653594771241832,2.380392156862745,16361,True
county town,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
buttonhook,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
Red Crescent,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
soft - pedal,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
twitch,2,4,homonyms_only_different_pos,6,0.2222222222222222,1,4,abs,False,False,OOV/OOW,0.26706349206349206,4.397619047619048,1761,True
untangle,1,1,mon,2,0.25,1,0,-,ooc,False,0.1883225993285429,0.25,1.5,246,False
degeneracy,1,3,poly,2,0.35294117647058826,1,0,abs,ooc,False,0.2641330004362512,0.35294117647058826,1.2941176470588234,826,True
ormolu,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
fine,5,15,homonyms_only_different_pos,10,None,4,1,abs,True,False,0.24460866001575912,,,123497,True
plaster cast,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ridge,2,2,homonyms_only_different_pos,11,0.14285714285714285,2,6,abs-conc,False,False,0.45646369757678057,0.31139638139638137,7.574639804639805,70715,True
muck,2,5,homonyms_only_different_pos,5,0.2222222222222222,4,0,abs-conc,ooc,False,0.1114464695386364,0.3048687423687424,3.475656288156288,1135,True
remiss,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
retarded,1,1,mon,6,0.2222222222222222,0,0,abs,ooc,False,OOV/OOW,0.27116402116402116,4.3730158730158735,1658,True
squarely,0,0,oov,5,None,1,0,-,False,False,0.09153793749761796,,,1212,False
avaunt,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
lump,4,10,homonyms_also_same_pos,6,0.15384615384615385,2,1,abs-conc,False,False,0.10563733908390738,0.22111222111222112,4.673326673326673,2992,True
theatregoer,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
oblige,1,3,poly,3,0.18181818181818182,1,3,-,True,False,OOWN,0.218013468013468,2.345959595959596,762,False
drag,2,14,homonyms_only_different_pos,17,0.1111111111111111,8,21,abs-conc,True,False,OOV/OOW,0.23680866052714786,12.974252771038486,21206,True
gas station,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
F,3,3,homonyms_also_same_pos,4,0.23529411764705882,1,0,abs,ooc,False,OOV/OOW,0.33278118939883644,2.6688752424046545,OOV,True
no one,1,1,mon,0,None,0,0,-,False,False,OOWN,,,OOV,False
discontent,3,4,homonyms_only_different_pos,3,None,0,0,abs,False,False,0.42965704694756185,,,5190,True
Italian,1,1,mon,3,0.11764705882352941,2,0,abs-conc,ooc,False,OOWN,0.11764705882352941,2.6470588235294117,OOV,True
armistice,1,1,mon,1,1.0,0,0,abs,ooc,False,0.754957953370389,1.0,0.0,10550,True
swig,2,2,homonyms_only_different_pos,3,0.25,1,0,conc,ooc,False,OOWN,0.25,2.25,197,True
oscar,0,0,oov,1,1.0,0,0,abs,False,False,OOV/OOW,1.0,0.0,34751,True
arrack,1,1,mon,1,1.0,0,0,abs,ooc,False,0.5878069480001957,1.0,0.0,121,True
underfloor,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,457,False
plough under,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
wheat,1,2,poly,3,0.09090909090909091,1,0,abs-conc,False,False,OOV/OOW,0.13301078006960362,2.600967659791189,24583,True
radioactivity,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,2179,True
sweet william,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
1944,0,0,oov,0,None,0,0,-,False,False,OOWN,,,139595,False
kinship,1,2,poly,2,0.75,1,0,abs,ooc,False,OOV/OOW,0.75,0.5,4910,True
photographic,1,2,poly,2,None,0,0,-,False,False,OOWN,,,18057,False
intact,1,1,mon,4,None,1,0,-,False,False,OOWN,,,21913,False
adaptable,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000004,1.0,0.0,2057,False
outfight,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
spurious,1,3,poly,3,None,1,0,-,False,False,0.13788816249862326,,,2208,False
cat - and - mouse,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tiger lily,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
polling booth,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
breathtaking,1,2,poly,1,1.0,0,0,-,ooc,False,1.000000000000001,1.0,0.0,1496,False
fort,1,3,poly,5,0.2,1,0,conc,ooc,False,0.4565336961147826,0.3081699346405229,3.4591503267973858,195682,True
cavort,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
rounded,0,0,oov,8,0.16666666666666666,1,0,-,False,False,OOV/OOW,0.24365422936851514,6.050766165051879,26170,False
cosmonaut,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5651345248263852,1.0,0.0,1696,True
cordon,1,3,poly,3,0.1,1,0,abs-conc,ooc,False,OOWN,0.14795321637426898,2.556140350877193,2351,True
motorcycle,1,1,mon,2,None,0,1,conc,ooc,False,OOWN,,,28347,True
healthy,1,3,poly,5,None,1,0,-,False,False,0.14366043382837418,,,28758,False
tweak,2,2,homonyms_only_different_pos,4,0.18181818181818182,2,6,abs,ooc,False,OOWN,0.20134680134680136,3.1946127946127945,594,True
ago,1,1,mon,2,None,0,0,-,False,False,OOV/OOW,,,66322,False
disendow,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
pete,0,0,oov,0,None,0,0,-,False,False,OOWN,,,30897,False
well-established,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
ethnology,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001,1.0,0.0,1855,True
reply,2,2,homonyms_only_different_pos,3,0.3076923076923077,1,5,abs,False,False,OOWN,0.3076923076923077,2.0769230769230766,12484,True
slewed,1,1,mon,2,0.25,0,0,-,ooc,False,OOWN,0.25,1.5,OOV,False
straw - coloured,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
hieroglyphics,1,1,mon,2,0.7692307692307693,0,0,abs,ooc,False,OOWN,0.7692307692307693,0.46153846153846145,644,True
spring - clean,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
incidental expenses,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
commissariat,1,3,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000013,1.0,0.0,1659,True
cast away,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
self - possession,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
weasel,1,1,mon,2,0.5454545454545454,0,0,conc,ooc,False,OOWN,0.5454545454545454,0.9090909090909092,3020,True
bats,1,1,mon,11,0.1,0,0,abs-conc,ooc,False,0.07383884316677135,0.3531565656565657,7.115277777777777,18707,True
ducking stool,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
swarf,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
all - star,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
tapestry,1,1,mon,3,0.14285714285714285,1,0,abs-conc,ooc,False,0.19080924432625018,0.3211233211233211,2.0366300366300365,4061,True
lively,1,5,poly,6,None,1,0,-,False,False,OOV/OOW,,,9611,False
WALES,0,0,oov,3,0.10526315789473684,0,0,abs-conc-n,ooc,True,OOV/OOW,0.18977181515881206,2.430684554523564,OOV,True
doddery,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW,1.0,0.0,OOV,False
glory hole,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Benjamin Netanyahu,0,0,oov,0,None,0,0,-,ooc,True,OOWN,,,OOV,False
bygones,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,156,True
tidy,3,5,homonyms_only_different_pos,5,None,2,0,conc,False,False,0.09944951545402281,,,1374,True
artifice,1,4,poly,1,1.0,0,0,abs,ooc,False,0.5787171812702807,1.0,0.0,641,True
wandering,1,2,poly,9,0.16666666666666666,0,0,abs,False,False,0.33637810306212457,0.2324575424575425,6.907882117882118,7895,True
expand,1,2,poly,7,0.14285714285714285,1,3,-,True,False,OOV/OOW,0.29762697619840484,4.916611166611166,44318,False
at home,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
misbehaved,1,1,mon,1,1.0,0,0,-,ooc,False,0.3029530347509694,1.0,0.0,199,False
leek,1,1,mon,2,0.2,1,0,conc,ooc,False,OOV/OOW,0.2,1.6,1874,True
vowel,1,2,poly,2,0.25,1,0,abs,False,False,OOV/OOW,0.25,1.5,17692,True
prominence,1,3,poly,3,0.375,2,0,abs,False,False,OOV/OOW,0.39166666666666666,1.8250000000000002,23100,True
inanition,1,2,poly,2,0.42857142857142855,1,0,abs,ooc,False,OOWN,0.42857142857142855,1.1428571428571428,OOV,True
mess about,1,4,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
bewail,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
dispel,1,1,mon,2,0.3333333333333333,1,0,-,False,False,OOV/OOW,0.3333333333333333,1.3333333333333335,1231,False
aback,1,1,mon,2,None,1,0,-,ooc,False,OOWN,,,843,False
fret,4,5,homonyms_also_same_pos,16,0.1111111111111111,7,6,abs-conc,False,False,OOV/OOW,0.255968180068412,11.904509118905409,1772,True
blotch,1,2,poly,2,None,0,0,abs,ooc,False,OOV/OOW,,,1680,True
skim,1,4,poly,10,0.125,5,6,abs-conc,True,False,OOV/OOW,0.2580988455988456,7.4190115440115445,530,True
scanty,1,1,mon,2,None,0,0,conc,ooc,False,0.08265268926698208,,,892,True
czarina,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5117785502045004,1.0,0.0,131,True
hypothesis,1,1,mon,3,0.2857142857142857,1,0,abs,ooc,False,OOV/OOW,0.41269841269841273,1.7619047619047616,26715,True
gadabout,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
senile,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013,1.0,0.0,858,False
come into,1,3,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
brawny,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009,1.0,0.0,222,False
crocodile tears,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
kick,2,12,homonyms_only_different_pos,14,0.2,5,26,abs,True,False,OOV/OOW,0.31927473151643365,9.530153758769927,37055,True
expeditious,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0,278,False
sighted,1,1,mon,3,0.2222222222222222,0,0,-,ooc,False,OOWN,0.2222222222222222,2.3333333333333335,8543,False
complement,2,4,homonyms_only_different_pos,7,0.13333333333333333,3,0,abs-conc,False,False,OOV/OOW,0.23841574776559293,5.33108976564085,15438,True
supply,2,8,homonyms_only_different_pos,7,0.16666666666666666,2,7,abs-conc,True,False,OOWN,0.29074074074074074,4.964814814814815,112963,True
borzoi,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
sensitivity,1,1,mon,5,0.26666666666666666,1,0,abs,True,False,OOWN,0.41622710622710624,2.9188644688644687,14264,True
paragon,1,1,mon,2,0.13333333333333333,1,0,abs-conc,ooc,False,0.11532464433891056,0.13333333333333333,1.7333333333333334,1876,True
antipersonnel,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0,170,False
crush barrier,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
unprejudiced,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
from now on,0,0,oov,0,None,0,0,-,False,False,OOWN,,,OOV,False
move along,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
clerical,1,2,poly,3,None,2,0,-,ooc,False,OOWN,,,7238,False
21,0,0,oov,2,None,0,0,abs,False,False,OOWN,,,384216,True
reversal,1,1,mon,8,0.2857142857142857,1,0,abs,ooc,False,0.18121261725798304,0.5062917471613846,3.9496660227089233,7206,True
consistory,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000018,1.0,0.0,2415,True
finicky,1,1,mon,1,1.0,0,0,-,ooc,False,0.6119232420072134,1.0,0.0,103,False
gnawing,1,1,mon,2,0.16666666666666666,0,0,-,ooc,False,OOV/OOW,0.16666666666666666,1.6666666666666667,282,False
golden,1,3,poly,6,None,4,0,-,True,False,OOWN,,,134233,False
anaesthesia,1,2,poly,1,1.0,0,0,abs,ooc,False,0.7873344539766629,1.0,0.0,1195,True
hydrogen peroxide,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
fours,1,1,mon,2,0.2222222222222222,0,0,abs,False,False,0.06028625793662151,0.2222222222222222,1.5555555555555556,4697,True
vespers,1,1,mon,3,0.10526315789473684,0,0,abs-n,ooc,False,OOV/OOW,0.1673628515733779,2.497911445279866,1734,True
Panda car,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
southbound,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016,1.0,0.0,10002,False
job,1,14,poly,17,0.09523809523809523,6,16,abs-conc-n,True,False,0.22230456687419448,0.2795461346931934,12.247715710215713,145133,True
sensuality,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000016,1.0,0.0,1178,True
interlocutor,1,1,mon,2,0.5217391304347826,1,0,conc,ooc,False,OOV/OOW,0.5217391304347826,0.9565217391304348,438,True
press,3,31,homonyms_also_same_pos,23,0.08695652173913043,10,19,abs-conc,True,False,0.04543173350544444,0.23983336793628535,17.483832537465435,218248,True
chandler,1,1,mon,3,0.5454545454545454,2,0,conc-n,ooc,False,OOV/OOW,0.5636363636363636,1.309090909090909,12577,True
mikado,1,1,mon,1,0.7857142857142857,0,0,conc,ooc,False,0.5600492566685711,1.0,0.0,1721,True
neophyte,1,2,poly,3,0.6,2,0,conc,ooc,False,0.10407977091405463,0.6444444444444444,1.0666666666666669,419,True
generally,1,3,poly,3,None,2,0,-,False,False,OOV/OOW,,,251420,False
practical politics,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
ooh,0,0,oov,1,1.0,0,0,-,False,False,0.6116052911685373,1.0,0.0,1206,False
burden of proof,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
inquire for,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
catsup,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW,1.0,0.0,OOV,True
burner,1,1,mon,2,0.375,1,0,conc,ooc,False,OOWN,0.375,1.25,2661,True
beneficiary,1,1,mon,3,0.13333333333333333,2,0,abs-conc,ooc,False,0.2798029639134255,0.13333333333333333,2.6,3699,True
South,1,2,poly,7,0.13333333333333333,1,0,abs-conc-n,ooc,True,OOV/OOW,0.3814785214785214,4.32965034965035,OOV,True
southeastwards,1,1,mon,1,1.0,0,0,abs,ooc,False,OOWN,1.0,0.0,269,True
insular,1,2,poly,3,None,1,0,-,ooc,False,OOWN,,,3662,False
allude to,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
en famille,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
Briton,1,1,mon,3,0.8571428571428571,2,0,conc,ooc,False,OOV/OOW,0.8571428571428571,0.4285714285714287,OOV,True
alert,3,7,homonyms_only_different_pos,7,0.26666666666666666,2,5,abs,True,False,OOV/OOW,0.30533910533910535,4.862626262626263,15547,True
bursar,1,1,mon,1,1.0,0,0,conc,ooc,False,0.9999999999999998,1.0,0.0,547,True
consolidate,1,2,poly,5,0.18181818181818182,2,4,-,True,False,OOWN,0.2402525252525253,3.7987373737373735,6866,False
truehearted,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW,1.0,0.0,OOV,False
upstream,1,1,mon,2,None,0,0,-,False,False,0.5951443887038129,,,16685,False
harmonica,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001,1.0,0.0,6051,True
protoplasm,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000002,1.0,0.0,205,True
back formation,1,2,poly,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
retainer,1,2,poly,3,0.1,3,0,abs-conc,ooc,False,OOWN,0.22069716775599127,2.3379084967320263,1700,True
pound,3,11,homonyms_also_same_pos,22,0.1,6,14,abs-conc-n,True,False,0.3532977278085035,0.3955920963433255,13.296973880446838,21800,True
goods,1,5,poly,4,0.15384615384615385,0,0,abs-conc,False,False,0.4173127135177095,0.41860916860916847,2.3255633255633263,81181,True
life - size,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
bad blood,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
held,1,1,mon,37,0.15384615384615385,0,0,-,ooc,False,0.06484593328644955,0.2815057429343153,26.584287511430333,782792,False
jigger,1,3,poly,3,0.3076923076923077,2,0,conc,ooc,False,OOV/OOW,0.40898232202580026,1.7730530339225994,233,True
ex post facto,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
sign language,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
good evening,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
motorway,1,1,mon,1,1.0,0,0,conc,False,False,0.5988905849013142,1.0,0.0,19837,True
sinful,1,2,poly,3,None,1,0,-,ooc,False,0.24902460713574814,,,2096,False
flaw,2,2,homonyms_only_different_pos,4,0.7692307692307693,1,4,abs,ooc,False,OOWN,0.7905982905982906,0.8376068376068377,3405,True
built - in,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
volcanic,1,2,poly,3,None,1,0,-,ooc,False,OOWN,,,23763,False
symbolism,1,2,poly,3,0.26666666666666666,2,0,abs,ooc,False,OOWN,0.2866910866910867,2.1399267399267394,7481,True
corresponding,1,1,mon,7,0.3333333333333333,0,0,-,False,False,OOWN,0.3666666666666667,4.433333333333334,43476,False
gold dust,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
dessertspoon,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW,1.0,0.0,OOV,True
programmed learning,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
trashy,1,1,mon,2,None,1,0,-,ooc,False,0.23055304083197584,,,464,False
declared,1,1,mon,10,0.14285714285714285,0,0,-,ooc,False,OOV/OOW,0.3379566861709718,6.620433138290283,130912,False
Gregorian calendar,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
stone's throw,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
anther,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009,1.0,0.0,407,True
phantom,1,2,poly,3,0.5555555555555556,1,0,abs,ooc,False,OOWN,0.5555555555555556,1.3333333333333333,15716,True
usurious,1,3,poly,1,1.0,0,0,-,ooc,False,0.553673940021083,1.0,0.0,104,False
duty,1,6,poly,3,0.2222222222222222,3,5,abs,True,False,OOWN,0.36083877995642705,1.917483660130719,88527,True
rapist,1,1,mon,1,0.9166666666666666,0,0,conc,ooc,False,0.5916876577446359,1.0,0.0,2091,True
second childhood,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
bilingual,2,3,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOV/OOW,,,11201,True
lava,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000009,1.0,0.0,15425,True
contraction,1,3,poly,4,0.2222222222222222,1,0,abs,ooc,False,OOV/OOW,0.3976186380985143,2.409525447605943,7688,True
vocational,1,1,mon,1,1.0,0,0,-,True,False,1.0000000000000013,1.0,0.0,17501,False
beetle,3,6,homonyms_also_same_pos,6,0.25,4,4,conc,ooc,False,OOWN,0.29924242424242425,4.204545454545454,32727,True
familiarly,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018,1.0,0.0,592,False
chlorine,1,1,mon,1,0.8571428571428571,0,0,abs,ooc,False,1.0000000000000013,1.0,0.0,4738,True
bus,2,3,homonyms_only_different_pos,7,0.10526315789473684,4,4,abs-conc,False,False,0.30757394824464085,0.33351687299055727,4.665381889066099,129573,True
batten down,1,1,mon,0,None,0,0,-,ooc,False,OOWN,,,OOV,False
coolly,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000004,1.0,0.0,537,False
marmalade,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000018,1.0,0.0,1118,True
routine,2,4,homonyms_only_different_pos,4,0.23529411764705882,2,4,abs,False,False,0.1767713386738926,0.3235294117647059,2.7058823529411766,20815,True
axe,2,4,homonyms_only_different_pos,3,0.2,1,0,conc,False,False,OOWN,0.2,2.4000000000000004,10826,True
absorption,1,3,poly,6,0.14285714285714285,2,0,abs-conc,ooc,False,OOV/OOW,0.3266966366966368,4.039820179820179,12968,True
