word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities,av_cos_mon_synonyms_to_word
spurious,1,3,poly,3,None,1,0,-,False,False,0.13788816249862326
cat - and - mouse,1,1,mon,0,None,0,0,-,ooc,False,OOWN
tiger lily,1,1,mon,0,None,0,0,-,ooc,False,OOWN
polling booth,1,1,mon,0,None,0,0,-,ooc,False,OOWN
breathtaking,1,2,poly,1,1.0,0,0,-,ooc,False,1.000000000000001
fort,1,3,poly,5,0.2,1,0,conc,ooc,False,0.4565336961147826
cavort,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
rounded,0,0,oov,8,0.16666666666666666,1,0,-,False,False,OOV/OOW
cosmonaut,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5651345248263852
cordon,1,3,poly,3,0.1,1,0,abs-conc,ooc,False,OOWN
motorcycle,1,1,mon,2,None,0,1,conc,ooc,False,OOWN
healthy,1,3,poly,5,None,1,0,-,False,False,0.14366043382837418
tweak,2,2,homonyms_only_different_pos,4,0.18181818181818182,2,6,abs,ooc,False,OOWN
ago,1,1,mon,2,None,0,0,-,False,False,OOV/OOW
disendow,1,1,mon,0,None,0,0,-,ooc,False,OOWN
pete,0,0,oov,0,None,0,0,-,False,False,OOWN
well-established,0,0,oov,0,None,0,0,-,False,False,OOWN
ethnology,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001
reply,2,2,homonyms_only_different_pos,3,0.3076923076923077,1,5,abs,False,False,OOWN
slewed,1,1,mon,2,0.25,0,0,-,ooc,False,OOWN
straw - coloured,1,1,mon,0,None,0,0,-,ooc,False,OOWN
hieroglyphics,1,1,mon,2,0.7692307692307693,0,0,abs,ooc,False,OOWN
spring - clean,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN
incidental expenses,1,1,mon,0,None,0,0,-,ooc,False,OOWN
commissariat,1,3,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000013
cast away,1,1,mon,0,None,0,0,-,ooc,False,OOWN
self - possession,1,1,mon,0,None,0,0,-,ooc,False,OOWN
weasel,1,1,mon,2,0.5454545454545454,0,0,conc,ooc,False,OOWN
bats,1,1,mon,11,0.1,0,0,abs-conc,ooc,False,0.07383884316677135
ducking stool,1,1,mon,0,None,0,0,-,ooc,False,OOWN
swarf,1,1,mon,0,None,0,0,-,ooc,False,OOWN
all - star,1,1,mon,0,None,0,0,-,ooc,False,OOWN
tapestry,1,1,mon,3,0.14285714285714285,1,0,abs-conc,ooc,False,0.19080924432625018
lively,1,5,poly,6,None,1,0,-,False,False,OOV/OOW
WALES,0,0,oov,3,0.10526315789473684,0,0,abs-conc-n,ooc,True,OOV/OOW
doddery,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW
glory hole,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Benjamin Netanyahu,0,0,oov,0,None,0,0,-,ooc,True,OOWN
bygones,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
tidy,3,5,homonyms_only_different_pos,5,None,2,0,conc,False,False,0.09944951545402281
artifice,1,4,poly,1,1.0,0,0,abs,ooc,False,0.5787171812702807
wandering,1,2,poly,9,0.16666666666666666,0,0,abs,False,False,0.33637810306212457
expand,1,2,poly,7,0.14285714285714285,1,3,-,True,False,OOV/OOW
at home,1,1,mon,0,None,0,0,-,ooc,False,OOWN
misbehaved,1,1,mon,1,1.0,0,0,-,ooc,False,0.3029530347509694
leek,1,1,mon,2,0.2,1,0,conc,ooc,False,OOV/OOW
vowel,1,2,poly,2,0.25,1,0,abs,False,False,OOV/OOW
prominence,1,3,poly,3,0.375,2,0,abs,False,False,OOV/OOW
inanition,1,2,poly,2,0.42857142857142855,1,0,abs,ooc,False,OOWN
mess about,1,4,poly,0,None,0,0,-,ooc,False,OOWN
bewail,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
dispel,1,1,mon,2,0.3333333333333333,1,0,-,False,False,OOV/OOW
aback,1,1,mon,2,None,1,0,-,ooc,False,OOWN
fret,4,5,homonyms_also_same_pos,16,0.1111111111111111,7,6,abs-conc,False,False,OOV/OOW
blotch,1,2,poly,2,None,0,0,abs,ooc,False,OOV/OOW
skim,1,4,poly,10,0.125,5,6,abs-conc,True,False,OOV/OOW
scanty,1,1,mon,2,None,0,0,conc,ooc,False,0.08265268926698208
czarina,1,1,mon,1,1.0,0,0,conc,ooc,False,0.5117785502045004
hypothesis,1,1,mon,3,0.2857142857142857,1,0,abs,ooc,False,OOV/OOW
gadabout,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
senile,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013
come into,1,3,poly,0,None,0,0,-,ooc,False,OOWN
brawny,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000009
crocodile tears,1,1,mon,0,None,0,0,-,ooc,False,OOWN
kick,2,12,homonyms_only_different_pos,14,0.2,5,26,abs,True,False,OOV/OOW
expeditious,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018
sighted,1,1,mon,3,0.2222222222222222,0,0,-,ooc,False,OOWN
complement,2,4,homonyms_only_different_pos,7,0.13333333333333333,3,0,abs-conc,False,False,OOV/OOW
supply,2,8,homonyms_only_different_pos,7,0.16666666666666666,2,7,abs-conc,True,False,OOWN
borzoi,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
sensitivity,1,1,mon,5,0.26666666666666666,1,0,abs,True,False,OOWN
paragon,1,1,mon,2,0.13333333333333333,1,0,abs-conc,ooc,False,0.11532464433891056
antipersonnel,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016
crush barrier,1,1,mon,0,None,0,0,-,ooc,False,OOWN
unprejudiced,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
from now on,0,0,oov,0,None,0,0,-,False,False,OOWN
move along,1,2,poly,0,None,0,0,-,ooc,False,OOWN
clerical,1,2,poly,3,None,2,0,-,ooc,False,OOWN
21,0,0,oov,2,None,0,0,abs,False,False,OOWN
reversal,1,1,mon,8,0.2857142857142857,1,0,abs,ooc,False,0.18121261725798304
consistory,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000018
finicky,1,1,mon,1,1.0,0,0,-,ooc,False,0.6119232420072134
gnawing,1,1,mon,2,0.16666666666666666,0,0,-,ooc,False,OOV/OOW
golden,1,3,poly,6,None,4,0,-,True,False,OOWN
anaesthesia,1,2,poly,1,1.0,0,0,abs,ooc,False,0.7873344539766629
hydrogen peroxide,1,1,mon,0,None,0,0,-,ooc,False,OOWN
fours,1,1,mon,2,0.2222222222222222,0,0,abs,False,False,0.06028625793662151
vespers,1,1,mon,3,0.10526315789473684,0,0,abs-n,ooc,False,OOV/OOW
Panda car,1,1,mon,0,None,0,0,-,ooc,False,OOWN
southbound,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016
job,1,14,poly,17,0.09523809523809523,6,16,abs-conc-n,True,False,0.22230456687419448
sensuality,1,1,mon,1,1.0,0,0,abs,False,False,1.0000000000000016
interlocutor,1,1,mon,2,0.5217391304347826,1,0,conc,ooc,False,OOV/OOW
press,3,31,homonyms_also_same_pos,23,0.08695652173913043,10,19,abs-conc,True,False,0.04543173350544444
chandler,1,1,mon,3,0.5454545454545454,2,0,conc-n,ooc,False,OOV/OOW
mikado,1,1,mon,1,0.7857142857142857,0,0,conc,ooc,False,0.5600492566685711
neophyte,1,2,poly,3,0.6,2,0,conc,ooc,False,0.10407977091405463
generally,1,3,poly,3,None,2,0,-,False,False,OOV/OOW
practical politics,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ooh,0,0,oov,1,1.0,0,0,-,False,False,0.6116052911685373
burden of proof,1,1,mon,0,None,0,0,-,ooc,False,OOWN
inquire for,1,1,mon,0,None,0,0,-,ooc,False,OOWN
catsup,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
burner,1,1,mon,2,0.375,1,0,conc,ooc,False,OOWN
beneficiary,1,1,mon,3,0.13333333333333333,2,0,abs-conc,ooc,False,0.2798029639134255
South,1,2,poly,7,0.13333333333333333,1,0,abs-conc-n,ooc,True,OOV/OOW
southeastwards,1,1,mon,1,1.0,0,0,abs,ooc,False,OOWN
insular,1,2,poly,3,None,1,0,-,ooc,False,OOWN
allude to,1,1,mon,0,None,0,0,-,ooc,False,OOWN
en famille,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Briton,1,1,mon,3,0.8571428571428571,2,0,conc,ooc,False,OOV/OOW
alert,3,7,homonyms_only_different_pos,7,0.26666666666666666,2,5,abs,True,False,OOV/OOW
bursar,1,1,mon,1,1.0,0,0,conc,ooc,False,0.9999999999999998
consolidate,1,2,poly,5,0.18181818181818182,2,4,-,True,False,OOWN
truehearted,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
upstream,1,1,mon,2,None,0,0,-,False,False,0.5951443887038129
harmonica,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
protoplasm,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000002
back formation,1,2,poly,0,None,0,0,-,ooc,False,OOWN
retainer,1,2,poly,3,0.1,3,0,abs-conc,ooc,False,OOWN
pound,3,11,homonyms_also_same_pos,22,0.1,6,14,abs-conc-n,True,False,0.3532977278085035
goods,1,5,poly,4,0.15384615384615385,0,0,abs-conc,False,False,0.4173127135177095
life - size,1,1,mon,0,None,0,0,-,ooc,False,OOWN
bad blood,1,1,mon,0,None,0,0,-,ooc,False,OOWN
held,1,1,mon,37,0.15384615384615385,0,0,-,ooc,False,0.06484593328644955
jigger,1,3,poly,3,0.3076923076923077,2,0,conc,ooc,False,OOV/OOW
ex post facto,1,1,mon,0,None,0,0,-,ooc,False,OOWN
sign language,1,1,mon,0,None,0,0,-,ooc,False,OOWN
good evening,1,1,mon,0,None,0,0,-,ooc,False,OOWN
motorway,1,1,mon,1,1.0,0,0,conc,False,False,0.5988905849013142
sinful,1,2,poly,3,None,1,0,-,ooc,False,0.24902460713574814
flaw,2,2,homonyms_only_different_pos,4,0.7692307692307693,1,4,abs,ooc,False,OOWN
built - in,1,1,mon,0,None,0,0,-,ooc,False,OOWN
volcanic,1,2,poly,3,None,1,0,-,ooc,False,OOWN
symbolism,1,2,poly,3,0.26666666666666666,2,0,abs,ooc,False,OOWN
corresponding,1,1,mon,7,0.3333333333333333,0,0,-,False,False,OOWN
gold dust,1,1,mon,0,None,0,0,-,ooc,False,OOWN
dessertspoon,1,1,mon,1,1.0,0,0,abs,ooc,False,OOV/OOW
programmed learning,1,1,mon,0,None,0,0,-,ooc,False,OOWN
trashy,1,1,mon,2,None,1,0,-,ooc,False,0.23055304083197584
declared,1,1,mon,10,0.14285714285714285,0,0,-,ooc,False,OOV/OOW
Gregorian calendar,1,1,mon,0,None,0,0,-,ooc,False,OOWN
stone's throw,1,1,mon,0,None,0,0,-,ooc,False,OOWN
anther,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000009
phantom,1,2,poly,3,0.5555555555555556,1,0,abs,ooc,False,OOWN
usurious,1,3,poly,1,1.0,0,0,-,ooc,False,0.553673940021083
duty,1,6,poly,3,0.2222222222222222,3,5,abs,True,False,OOWN
rapist,1,1,mon,1,0.9166666666666666,0,0,conc,ooc,False,0.5916876577446359
second childhood,1,1,mon,0,None,0,0,-,ooc,False,OOWN
bilingual,2,3,homonyms_only_different_pos,2,None,0,0,conc,ooc,False,OOV/OOW
lava,1,2,poly,1,1.0,0,0,abs,ooc,False,1.0000000000000009
contraction,1,3,poly,4,0.2222222222222222,1,0,abs,ooc,False,OOV/OOW
vocational,1,1,mon,1,1.0,0,0,-,True,False,1.0000000000000013
beetle,3,6,homonyms_also_same_pos,6,0.25,4,4,conc,ooc,False,OOWN
familiarly,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000018
chlorine,1,1,mon,1,0.8571428571428571,0,0,abs,ooc,False,1.0000000000000013
bus,2,3,homonyms_only_different_pos,7,0.10526315789473684,4,4,abs-conc,False,False,0.30757394824464085
batten down,1,1,mon,0,None,0,0,-,ooc,False,OOWN
coolly,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000004
marmalade,1,1,mon,1,1.0,0,0,conc,False,False,1.0000000000000018
routine,2,4,homonyms_only_different_pos,4,0.23529411764705882,2,4,abs,False,False,0.1767713386738926
axe,2,4,homonyms_only_different_pos,3,0.2,1,0,conc,False,False,OOWN
absorption,1,3,poly,6,0.14285714285714285,2,0,abs-conc,ooc,False,OOV/OOW
cupping,1,1,mon,4,0.2222222222222222,0,0,abs,ooc,False,OOWN
Taoism,1,1,mon,4,0.2222222222222222,4,0,abs,ooc,False,OOV/OOW
algiers,0,0,oov,1,0.9090909090909091,0,0,n,False,False,OOV/OOW
russia,0,0,oov,4,0.5555555555555556,0,0,n,False,False,OOV/OOW
prose poem,1,1,mon,0,None,0,0,-,ooc,False,OOWN
hard sell,1,1,mon,0,None,0,0,-,ooc,False,OOWN
relief road,1,1,mon,0,None,0,0,-,ooc,False,OOWN
concordat,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000024
mezzo,2,2,homonyms_only_different_pos,2,0.125,1,0,abs-conc,False,False,OOWN
westernmost,1,1,mon,1,1.0,0,0,-,False,False,1.000000000000001
lessen,1,2,poly,3,0.2222222222222222,1,1,-,ooc,False,OOV/OOW
New Testament,1,1,mon,0,None,0,0,-,ooc,False,OOWN
famously,1,1,mon,2,None,1,0,-,ooc,False,0.10870566534354352
fight out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ignition,1,2,poly,3,0.1,1,0,abs-conc,ooc,False,OOV/OOW
slacks,1,1,mon,15,0.1111111111111111,0,0,abs-conc,ooc,False,0.13705038004462936
tailwind,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000002
calibrate,1,2,poly,3,0.2222222222222222,1,3,-,ooc,False,OOWN
t .,1,1,mon,0,None,0,0,-,ooc,False,OOWN
twinkling,1,2,poly,4,0.2857142857142857,0,0,abs,ooc,False,0.07541956386430683
shop steward,1,1,mon,0,None,0,0,-,ooc,False,OOWN
Boston Red Sox,0,0,oov,0,None,0,0,-,ooc,True,OOWN
circumspect,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000016
moo,2,3,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOWN
short-term,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW
save,3,8,homonyms_only_different_pos,12,0.13333333333333333,3,8,abs,True,False,OOV/OOW
waking,1,1,mon,7,0.16666666666666666,0,0,abs,ooc,False,OOV/OOW
hypochondriac,1,1,mon,2,None,0,0,conc,ooc,False,OOV/OOW
husky,2,3,homonyms_only_different_pos,3,None,2,0,conc,ooc,False,0.1704206199930023
ha - ha,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False,OOWN
hem,3,4,homonyms_also_same_pos,4,0.125,1,0,abs-conc,False,False,OOV/OOW
houseboat,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018
pick - me - up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
chapel,2,7,homonyms_only_different_pos,2,0.10526315789473684,2,0,abs-conc,False,False,OOV/OOW
slobber,2,4,homonyms_only_different_pos,2,None,0,0,abs,ooc,False,OOV/OOW
Johann Sebastian Bach,0,0,oov,0,None,0,0,-,ooc,True,OOWN
jinrikisha,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
inform against,1,1,mon,0,None,0,0,-,ooc,False,OOWN
working knowledge,1,1,mon,0,None,0,0,-,ooc,False,OOWN
windbag,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
simplified,0,0,oov,2,None,0,0,-,False,False,0.4548717871945274
delineate,1,2,poly,6,0.11764705882352941,2,0,-,ooc,False,OOWN
literacy,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000018
bray,2,2,homonyms_only_different_pos,4,0.2,2,0,abs,ooc,False,OOV/OOW
warp,2,4,homonyms_only_different_pos,6,0.1111111111111111,3,1,abs-conc,ooc,False,OOV/OOW
hysteria,1,2,poly,3,0.42105263157894735,2,0,abs,ooc,False,0.34442539678369516
unpretentious,1,1,mon,3,None,1,0,-,ooc,False,OOV/OOW
hills,0,0,oov,6,0.375,0,0,conc-n,False,False,OOV/OOW
twenty-first,0,0,oov,1,1.0,0,0,-,False,False,OOV/OOW
handy,1,4,poly,4,None,2,0,n,True,False,OOV/OOW
slander,2,3,homonyms_only_different_pos,3,0.5,1,0,abs,ooc,False,0.30409950898258437
constitute,1,3,poly,4,0.2222222222222222,2,4,-,True,False,OOWN
roller blind,1,1,mon,0,None,0,0,-,ooc,False,OOWN
shortage,1,1,mon,2,0.375,1,0,abs,False,False,0.41099115987151524
evermore,1,2,poly,2,None,1,0,-,ooc,False,0.1295907560190051
business-orientated,0,0,oov,0,None,0,0,-,True,False,OOWN
quash,1,2,poly,2,0.2222222222222222,1,0,-,True,False,OOWN
Quaker,1,1,mon,2,0.631578947368421,1,0,conc,ooc,False,OOV/OOW
marriage,1,2,poly,4,0.2222222222222222,1,4,abs,False,False,0.44030427140249073
breezeblock,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ice water,1,1,mon,0,None,0,0,-,ooc,False,OOWN
polyester,1,1,mon,3,0.23529411764705882,1,0,abs-conc,ooc,False,OOWN
walking,1,3,poly,12,0.2,0,0,abs,False,False,OOV/OOW
mash,2,4,homonyms_only_different_pos,5,0.16666666666666666,2,3,abs-conc,ooc,False,0.0765397563247072
patchouli,1,2,poly,2,0.4,2,0,conc,ooc,False,OOV/OOW
automate,1,1,mon,1,1.0,0,1,-,ooc,False,1.000000000000001
discomfort,1,3,poly,2,0.5714285714285714,1,0,abs,True,False,OOWN
now that,1,1,mon,0,None,0,0,-,False,False,OOWN
rebirth,1,1,mon,4,0.13333333333333333,1,0,abs-conc,ooc,False,0.2657570510591961
stroppy,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
duet,1,1,mon,5,0.2222222222222222,1,0,abs,ooc,False,0.09201404477546798
taffy,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000016
assistant,1,1,mon,2,None,0,0,conc,False,False,OOWN
reason,2,15,homonyms_only_different_pos,9,0.23529411764705882,3,6,abs,False,False,OOV/OOW
zealander,0,0,oov,1,1.0,0,0,conc,False,False,OOV/OOW
Maltese,1,1,mon,5,0.10526315789473684,0,0,abs-conc,ooc,False,OOV/OOW
cohabit,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002
anonymous,1,2,poly,2,None,1,0,-,False,False,OOV/OOW
persian,0,0,oov,3,0.125,0,0,abs-conc,False,False,OOV/OOW
spoon - feed,1,2,poly,0,None,0,0,-,ooc,False,OOWN
decimate,1,1,mon,2,0.3333333333333333,1,0,-,ooc,False,0.22641163032179096
pressure cabin,1,1,mon,0,None,0,0,-,ooc,False,OOWN
dicky,2,4,homonyms_only_different_pos,3,0.5555555555555556,2,0,conc,ooc,False,OOV/OOW
un -,1,2,poly,0,None,0,0,-,ooc,False,OOWN
airing,1,4,poly,9,0.14285714285714285,2,0,abs,False,False,OOV/OOW
firestorm,1,1,mon,2,0.10526315789473684,1,0,abs-conc,ooc,False,OOWN
geopolitics,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000027
bosomy,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
clockwise,1,1,mon,2,None,0,0,-,ooc,False,OOWN
unflinching,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000016
scratch up,1,1,mon,0,None,0,0,-,ooc,False,OOWN
thuggery,1,1,mon,1,1.0,0,0,abs,ooc,False,1.000000000000001
stay,5,15,homonyms_also_same_pos,16,0.1,6,20,abs-conc,True,False,0.20255597634904943
nutritive,1,2,poly,1,1.0,0,0,-,ooc,False,0.5401559833070962
morn,1,1,mon,1,1.0,0,0,abs,ooc,False,0.5312160053971737
bbc1,0,0,oov,0,None,0,0,-,False,False,OOWN
gratuity,1,2,poly,2,0.5,1,0,abs,ooc,False,0.016917084416663775
remould,1,1,mon,2,0.18181818181818182,1,0,-,ooc,False,OOWN
sepia-tinted,0,0,oov,0,None,0,0,-,True,False,OOWN
spiny,1,1,mon,2,None,1,0,-,ooc,False,0.050669370856912706
shredder,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000013
lowbred,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
overpass,1,1,mon,1,1.0,0,1,conc,ooc,False,1.000000000000001
veal,1,1,mon,1,1.0,0,0,conc,False,False,0.6281291078249447
that,4,22,homonyms_only_different_pos,0,None,0,0,-,True,False,OOWN
entomb,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
meliorate,1,1,mon,2,0.2857142857142857,1,0,-,ooc,False,OOWN
headshrinker,1,2,poly,0,None,0,0,-,ooc,False,OOWN
ancients,1,1,mon,3,0.16666666666666666,0,0,abs-conc,ooc,False,OOWN
acquiesce,1,1,mon,1,1.0,0,0,-,True,False,1.0000000000000013
anguish,1,1,mon,4,0.2222222222222222,2,0,abs,False,False,OOWN
sardinia,0,0,oov,2,0.375,0,0,n,False,False,OOWN
kirtle,1,2,poly,2,0.6666666666666666,1,0,conc,ooc,False,OOWN
clean out,1,2,poly,0,None,0,0,-,ooc,False,OOWN
death roll,1,1,mon,0,None,0,0,-,ooc,False,OOWN
proportionate,1,1,mon,3,None,1,0,-,ooc,False,OOWN
hangup,1,1,mon,0,None,0,0,-,ooc,False,OOWN
guardianship,1,1,mon,2,0.5882352941176471,0,0,abs,ooc,False,0.2271334596787729
morale,1,1,mon,2,0.42857142857142855,1,0,abs,False,False,OOV/OOW
whicker,0,0,oov,2,None,0,0,abs,False,False,OOWN
hessian,1,2,poly,1,1.0,0,0,conc,ooc,False,1.0000000000000009
sheriff,1,2,poly,1,1.0,0,0,conc,ooc,False,1.000000000000001
yeast,1,1,mon,2,0.2857142857142857,1,0,conc,ooc,False,0.2515591176942573
exacerbate,1,1,mon,2,0.25,1,3,-,False,False,OOWN
fly at,1,1,mon,0,None,0,0,-,ooc,False,OOWN
hay fever,1,1,mon,0,None,0,0,-,ooc,False,OOWN
death trap,1,1,mon,0,None,0,0,-,ooc,False,OOWN
gong,1,2,poly,3,0.9,1,0,conc,ooc,False,OOV/OOW
collection,1,6,poly,4,0.1111111111111111,2,5,abs-conc,False,False,OOV/OOW
untold,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000002
fishy,1,2,poly,2,None,1,0,-,ooc,False,OOWN
gallstone,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002
remembrance,1,2,poly,2,0.26666666666666666,1,5,abs,False,False,OOWN
arable,2,2,homonyms_only_different_pos,1,1.0,0,0,-,ooc,False,0.7338131229593354
designs,1,1,mon,14,0.10526315789473684,0,0,abs-conc,ooc,False,OOWN
plan,2,7,homonyms_only_different_pos,7,0.125,4,8,abs-conc,True,False,OOV/OOW
provocatively,0,0,oov,1,1.0,0,0,-,False,False,1.0000000000000007
woodenheaded,1,1,mon,0,None,0,0,-,ooc,False,OOWN
hellish,1,2,poly,2,None,1,0,-,ooc,False,0.25661475822495
disengage,1,2,poly,3,0.2857142857142857,2,1,-,ooc,False,OOWN
combined operations,1,1,mon,0,None,0,0,-,ooc,False,OOWN
competitor,1,1,mon,1,0.6666666666666666,0,1,conc,ooc,False,0.553536139430298
rampart,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018
smoker,1,3,poly,3,0.10526315789473684,2,0,abs-conc,ooc,False,OOV/OOW
Charles Dickens,0,0,oov,0,None,0,0,-,ooc,True,OOWN
broach,1,2,poly,2,None,0,0,conc,ooc,False,OOV/OOW
alimony,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016
contumely,1,2,poly,1,1.0,0,0,abs,ooc,False,OOV/OOW
template,1,1,mon,1,1.0,0,0,abs,ooc,False,1.0000000000000016
free - range,1,1,mon,0,None,0,0,-,ooc,False,OOWN
velveteen,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000024
attribute to,1,2,poly,0,None,0,0,-,ooc,False,OOWN
maidenhair,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018
welfare,1,3,poly,3,0.2222222222222222,3,0,abs,False,False,0.26688651327313545
dictation,1,2,poly,3,0.2857142857142857,1,0,abs,ooc,False,OOWN
stick shift,1,1,mon,0,None,0,0,-,ooc,False,OOWN
subsequently,0,0,oov,1,1.0,0,0,-,False,False,0.6737052243752588
carbolic acid,1,1,mon,0,None,0,0,-,ooc,False,OOWN
tramway,0,0,oov,2,0.6666666666666666,1,0,conc,False,False,0.4243126845265043
hub,1,2,poly,2,0.46153846153846156,2,6,conc,True,False,OOWN
sino-british,0,0,oov,0,None,0,0,-,False,False,OOWN
weal,2,2,homonyms_also_same_pos,1,1.0,0,0,abs,ooc,False,0.5845377111084116
refuge,1,3,poly,4,0.125,2,4,abs-conc,False,False,OOWN
contuse,1,1,mon,1,1.0,0,0,-,ooc,False,OOV/OOW
steam,2,12,homonyms_only_different_pos,7,0.2222222222222222,4,6,abs,True,False,OOV/OOW
consultation,1,2,poly,3,0.26666666666666666,1,3,abs,ooc,False,OOWN
hooh,0,0,oov,0,None,0,0,-,False,False,OOWN
transporter bridge,1,1,mon,0,None,0,0,-,ooc,False,OOWN
kiss,2,12,homonyms_only_different_pos,6,0.11764705882352941,3,12,abs-conc,True,False,OOV/OOW
snorter,1,1,mon,3,0.14285714285714285,2,0,abs-conc,ooc,False,OOWN
flake out,1,1,mon,0,None,0,0,-,ooc,False,OOWN
elves,1,1,mon,3,0.23529411764705882,0,0,abs,ooc,False,0.2239553093606843
linesman,1,2,poly,2,0.6,2,0,conc,ooc,False,0.1877117489082394
mastodon,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000002
oleograph,1,1,mon,0,None,0,0,-,ooc,False,OOWN
benefice,1,1,mon,2,None,0,0,abs,ooc,False,OOV/OOW
concrete mixer,1,1,mon,0,None,0,0,-,ooc,False,OOWN
louis,0,0,oov,1,1.0,0,0,n,False,False,OOV/OOW
put - up job,1,1,mon,0,None,0,0,-,ooc,False,OOWN
ginkgo,1,1,mon,1,1.0,0,0,conc,ooc,False,1.000000000000001
beta,1,2,poly,4,0.2222222222222222,1,0,abs,ooc,False,OOV/OOW
blast furnace,1,1,mon,0,None,0,0,-,ooc,False,OOWN
dissolute,1,1,mon,1,1.0,0,0,-,ooc,False,1.0000000000000013
contortion,1,2,poly,2,0.26666666666666666,0,0,abs,ooc,False,OOV/OOW
t-shirt,0,0,oov,1,1.0,0,0,conc,False,False,OOV/OOW
Gents,1,1,mon,3,0.3333333333333333,0,0,conc-n,ooc,False,OOV/OOW
starry - eyed,1,1,mon,0,None,0,0,-,ooc,False,OOWN
pate,1,1,mon,2,0.18181818181818182,1,0,conc,ooc,False,OOWN
skimpy,1,1,mon,1,1.0,0,0,-,ooc,False,1.000000000000002
nobly,1,2,poly,1,1.0,0,0,-,ooc,False,1.0000000000000004
Psalter,1,1,mon,1,1.0,0,0,conc,ooc,False,OOV/OOW
stoneware,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000002
niggle,1,2,poly,2,0.18181818181818182,1,0,-,False,False,OOV/OOW
headwind,1,1,mon,1,1.0,0,0,conc,ooc,False,1.0000000000000018
concoction,1,2,poly,4,0.125,1,0,abs-conc,ooc,False,OOWN
collaborator,0,0,oov,3,0.5217391304347826,0,0,conc,False,False,0.18995443091187014
pathway,1,1,mon,2,0.2222222222222222,1,4,conc,ooc,False,0.2782798240243874
physicality,0,0,oov,1,1.0,0,0,abs,False,False,1.0000000000000007
