word,n_entries,n_senses_total,polysemy_type,n_synsets,min_wup_sim,n_navigli_clusters,n_onto_senses_n_v,wn-abs-conc,mipvu,metonymy_entities
golden,1,3,poly,6,None,4,0,-,True,False
anaesthesia,1,2,poly,1,1.0,0,0,abs,ooc,False
hydrogen peroxide,1,1,mon,0,None,0,0,-,ooc,False
fours,1,1,mon,2,0.2222222222222222,0,0,abs,False,False
vespers,1,1,mon,3,0.10526315789473684,0,0,abs-n,ooc,False
Panda car,1,1,mon,0,None,0,0,-,ooc,False
southbound,1,1,mon,1,1.0,0,0,-,ooc,False
job,1,14,poly,17,0.09523809523809523,6,16,abs-conc-n,True,False
sensuality,1,1,mon,1,1.0,0,0,abs,False,False
interlocutor,1,1,mon,2,0.5217391304347826,1,0,conc,ooc,False
press,3,31,homonyms_also_same_pos,23,0.08695652173913043,10,19,abs-conc,True,False
chandler,1,1,mon,3,0.5454545454545454,2,0,conc-n,ooc,False
mikado,1,1,mon,1,0.7857142857142857,0,0,conc,ooc,False
neophyte,1,2,poly,3,0.6,2,0,conc,ooc,False
generally,1,3,poly,3,None,2,0,-,False,False
practical politics,1,1,mon,0,None,0,0,-,ooc,False
ooh,0,0,oov,1,1.0,0,0,-,False,False
burden of proof,1,1,mon,0,None,0,0,-,ooc,False
inquire for,1,1,mon,0,None,0,0,-,ooc,False
catsup,1,1,mon,1,1.0,0,0,conc,ooc,False
burner,1,1,mon,2,0.375,1,0,conc,ooc,False
beneficiary,1,1,mon,3,0.13333333333333333,2,0,abs-conc,ooc,False
South,1,2,poly,7,0.13333333333333333,1,0,abs-conc-n,ooc,True
southeastwards,1,1,mon,1,1.0,0,0,abs,ooc,False
insular,1,2,poly,3,None,1,0,-,ooc,False
allude to,1,1,mon,0,None,0,0,-,ooc,False
en famille,1,1,mon,0,None,0,0,-,ooc,False
Briton,1,1,mon,3,0.8571428571428571,2,0,conc,ooc,False
alert,3,7,homonyms_only_different_pos,7,0.26666666666666666,2,5,abs,True,False
bursar,1,1,mon,1,1.0,0,0,conc,ooc,False
consolidate,1,2,poly,5,0.18181818181818182,2,4,-,True,False
truehearted,1,1,mon,1,1.0,0,0,-,ooc,False
upstream,1,1,mon,2,None,0,0,-,False,False
harmonica,1,1,mon,1,1.0,0,0,conc,ooc,False
protoplasm,1,1,mon,1,1.0,0,0,abs,ooc,False
back formation,1,2,poly,0,None,0,0,-,ooc,False
retainer,1,2,poly,3,0.1,3,0,abs-conc,ooc,False
pound,3,11,homonyms_also_same_pos,22,0.1,6,14,abs-conc-n,True,False
goods,1,5,poly,4,0.15384615384615385,0,0,abs-conc,False,False
life - size,1,1,mon,0,None,0,0,-,ooc,False
bad blood,1,1,mon,0,None,0,0,-,ooc,False
held,1,1,mon,37,0.15384615384615385,0,0,-,ooc,False
jigger,1,3,poly,3,0.3076923076923077,2,0,conc,ooc,False
ex post facto,1,1,mon,0,None,0,0,-,ooc,False
sign language,1,1,mon,0,None,0,0,-,ooc,False
good evening,1,1,mon,0,None,0,0,-,ooc,False
motorway,1,1,mon,1,1.0,0,0,conc,False,False
sinful,1,2,poly,3,None,1,0,-,ooc,False
flaw,2,2,homonyms_only_different_pos,4,0.7692307692307693,1,4,abs,ooc,False
built - in,1,1,mon,0,None,0,0,-,ooc,False
volcanic,1,2,poly,3,None,1,0,-,ooc,False
symbolism,1,2,poly,3,0.26666666666666666,2,0,abs,ooc,False
corresponding,1,1,mon,7,0.3333333333333333,0,0,-,False,False
gold dust,1,1,mon,0,None,0,0,-,ooc,False
dessertspoon,1,1,mon,1,1.0,0,0,abs,ooc,False
programmed learning,1,1,mon,0,None,0,0,-,ooc,False
trashy,1,1,mon,2,None,1,0,-,ooc,False
declared,1,1,mon,10,0.14285714285714285,0,0,-,ooc,False
Gregorian calendar,1,1,mon,0,None,0,0,-,ooc,False
stone's throw,1,1,mon,0,None,0,0,-,ooc,False
anther,1,1,mon,1,1.0,0,0,conc,ooc,False
phantom,1,2,poly,3,0.5555555555555556,1,0,abs,ooc,False
usurious,1,3,poly,1,1.0,0,0,-,ooc,False
duty,1,6,poly,3,0.2222222222222222,3,5,abs,True,False
rapist,1,1,mon,1,0.9166666666666666,0,0,conc,ooc,False
second childhood,1,1,mon,0,None,0,0,-,ooc,False
bilingual,2,3,homonyms_only_different_pos,2,None,0,0,conc,ooc,False
lava,1,2,poly,1,1.0,0,0,abs,ooc,False
contraction,1,3,poly,4,0.2222222222222222,1,0,abs,ooc,False
vocational,1,1,mon,1,1.0,0,0,-,True,False
beetle,3,6,homonyms_also_same_pos,6,0.25,4,4,conc,ooc,False
familiarly,1,1,mon,1,1.0,0,0,-,ooc,False
chlorine,1,1,mon,1,0.8571428571428571,0,0,abs,ooc,False
bus,2,3,homonyms_only_different_pos,7,0.10526315789473684,4,4,abs-conc,False,False
batten down,1,1,mon,0,None,0,0,-,ooc,False
coolly,0,0,oov,1,1.0,0,0,-,False,False
marmalade,1,1,mon,1,1.0,0,0,conc,False,False
routine,2,4,homonyms_only_different_pos,4,0.23529411764705882,2,4,abs,False,False
axe,2,4,homonyms_only_different_pos,3,0.2,1,0,conc,False,False
absorption,1,3,poly,6,0.14285714285714285,2,0,abs-conc,ooc,False
cupping,1,1,mon,4,0.2222222222222222,0,0,abs,ooc,False
Taoism,1,1,mon,4,0.2222222222222222,4,0,abs,ooc,False
algiers,0,0,oov,1,0.9090909090909091,0,0,n,False,False
russia,0,0,oov,4,0.5555555555555556,0,0,n,False,False
prose poem,1,1,mon,0,None,0,0,-,ooc,False
hard sell,1,1,mon,0,None,0,0,-,ooc,False
relief road,1,1,mon,0,None,0,0,-,ooc,False
concordat,1,1,mon,1,1.0,0,0,abs,ooc,False
mezzo,2,2,homonyms_only_different_pos,2,0.125,1,0,abs-conc,False,False
westernmost,1,1,mon,1,1.0,0,0,-,False,False
lessen,1,2,poly,3,0.2222222222222222,1,1,-,ooc,False
New Testament,1,1,mon,0,None,0,0,-,ooc,False
famously,1,1,mon,2,None,1,0,-,ooc,False
fight out,1,1,mon,0,None,0,0,-,ooc,False
ignition,1,2,poly,3,0.1,1,0,abs-conc,ooc,False
slacks,1,1,mon,15,0.1111111111111111,0,0,abs-conc,ooc,False
tailwind,1,1,mon,1,1.0,0,0,conc,ooc,False
calibrate,1,2,poly,3,0.2222222222222222,1,3,-,ooc,False
t .,1,1,mon,0,None,0,0,-,ooc,False
twinkling,1,2,poly,4,0.2857142857142857,0,0,abs,ooc,False
shop steward,1,1,mon,0,None,0,0,-,ooc,False
Boston Red Sox,0,0,oov,0,None,0,0,-,ooc,True
circumspect,1,2,poly,1,1.0,0,0,-,ooc,False
moo,2,3,homonyms_only_different_pos,2,None,0,0,abs,ooc,False
short-term,0,0,oov,1,1.0,0,0,-,False,False
save,3,8,homonyms_only_different_pos,12,0.13333333333333333,3,8,abs,True,False
waking,1,1,mon,7,0.16666666666666666,0,0,abs,ooc,False
hypochondriac,1,1,mon,2,None,0,0,conc,ooc,False
husky,2,3,homonyms_only_different_pos,3,None,2,0,conc,ooc,False
ha - ha,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False
hem,3,4,homonyms_also_same_pos,4,0.125,1,0,abs-conc,False,False
houseboat,1,1,mon,1,1.0,0,0,conc,ooc,False
pick - me - up,1,1,mon,0,None,0,0,-,ooc,False
chapel,2,7,homonyms_only_different_pos,2,0.10526315789473684,2,0,abs-conc,False,False
slobber,2,4,homonyms_only_different_pos,2,None,0,0,abs,ooc,False
Johann Sebastian Bach,0,0,oov,0,None,0,0,-,ooc,True
jinrikisha,1,1,mon,1,1.0,0,0,conc,ooc,False
inform against,1,1,mon,0,None,0,0,-,ooc,False
working knowledge,1,1,mon,0,None,0,0,-,ooc,False
windbag,1,1,mon,1,1.0,0,0,conc,ooc,False
simplified,0,0,oov,2,None,0,0,-,False,False
delineate,1,2,poly,6,0.11764705882352941,2,0,-,ooc,False
literacy,1,1,mon,1,1.0,0,0,abs,ooc,False
bray,2,2,homonyms_only_different_pos,4,0.2,2,0,abs,ooc,False
warp,2,4,homonyms_only_different_pos,6,0.1111111111111111,3,1,abs-conc,ooc,False
hysteria,1,2,poly,3,0.42105263157894735,2,0,abs,ooc,False
unpretentious,1,1,mon,3,None,1,0,-,ooc,False
hills,0,0,oov,6,0.375,0,0,conc-n,False,False
twenty-first,0,0,oov,1,1.0,0,0,-,False,False
handy,1,4,poly,4,None,2,0,n,True,False
slander,2,3,homonyms_only_different_pos,3,0.5,1,0,abs,ooc,False
constitute,1,3,poly,4,0.2222222222222222,2,4,-,True,False
roller blind,1,1,mon,0,None,0,0,-,ooc,False
shortage,1,1,mon,2,0.375,1,0,abs,False,False
evermore,1,2,poly,2,None,1,0,-,ooc,False
business-orientated,0,0,oov,0,None,0,0,-,True,False
quash,1,2,poly,2,0.2222222222222222,1,0,-,True,False
Quaker,1,1,mon,2,0.631578947368421,1,0,conc,ooc,False
marriage,1,2,poly,4,0.2222222222222222,1,4,abs,False,False
breezeblock,1,1,mon,0,None,0,0,-,ooc,False
ice water,1,1,mon,0,None,0,0,-,ooc,False
polyester,1,1,mon,3,0.23529411764705882,1,0,abs-conc,ooc,False
walking,1,3,poly,12,0.2,0,0,abs,False,False
mash,2,4,homonyms_only_different_pos,5,0.16666666666666666,2,3,abs-conc,ooc,False
patchouli,1,2,poly,2,0.4,2,0,conc,ooc,False
automate,1,1,mon,1,1.0,0,1,-,ooc,False
discomfort,1,3,poly,2,0.5714285714285714,1,0,abs,True,False
now that,1,1,mon,0,None,0,0,-,False,False
rebirth,1,1,mon,4,0.13333333333333333,1,0,abs-conc,ooc,False
stroppy,1,1,mon,1,1.0,0,0,-,ooc,False
duet,1,1,mon,5,0.2222222222222222,1,0,abs,ooc,False
taffy,1,1,mon,1,1.0,0,0,conc,ooc,False
assistant,1,1,mon,2,None,0,0,conc,False,False
reason,2,15,homonyms_only_different_pos,9,0.23529411764705882,3,6,abs,False,False
zealander,0,0,oov,1,1.0,0,0,conc,False,False
Maltese,1,1,mon,5,0.10526315789473684,0,0,abs-conc,ooc,False
cohabit,1,1,mon,1,1.0,0,0,-,ooc,False
anonymous,1,2,poly,2,None,1,0,-,False,False
persian,0,0,oov,3,0.125,0,0,abs-conc,False,False
spoon - feed,1,2,poly,0,None,0,0,-,ooc,False
decimate,1,1,mon,2,0.3333333333333333,1,0,-,ooc,False
pressure cabin,1,1,mon,0,None,0,0,-,ooc,False
dicky,2,4,homonyms_only_different_pos,3,0.5555555555555556,2,0,conc,ooc,False
un -,1,2,poly,0,None,0,0,-,ooc,False
airing,1,4,poly,9,0.14285714285714285,2,0,abs,False,False
firestorm,1,1,mon,2,0.10526315789473684,1,0,abs-conc,ooc,False
geopolitics,1,1,mon,1,1.0,0,0,abs,ooc,False
bosomy,1,1,mon,1,1.0,0,0,-,ooc,False
clockwise,1,1,mon,2,None,0,0,-,ooc,False
unflinching,1,1,mon,1,1.0,0,0,-,ooc,False
scratch up,1,1,mon,0,None,0,0,-,ooc,False
thuggery,1,1,mon,1,1.0,0,0,abs,ooc,False
stay,5,15,homonyms_also_same_pos,16,0.1,6,20,abs-conc,True,False
nutritive,1,2,poly,1,1.0,0,0,-,ooc,False
morn,1,1,mon,1,1.0,0,0,abs,ooc,False
bbc1,0,0,oov,0,None,0,0,-,False,False
gratuity,1,2,poly,2,0.5,1,0,abs,ooc,False
remould,1,1,mon,2,0.18181818181818182,1,0,-,ooc,False
sepia-tinted,0,0,oov,0,None,0,0,-,True,False
spiny,1,1,mon,2,None,1,0,-,ooc,False
shredder,1,2,poly,1,1.0,0,0,conc,ooc,False
lowbred,1,1,mon,1,1.0,0,0,-,ooc,False
overpass,1,1,mon,1,1.0,0,1,conc,ooc,False
veal,1,1,mon,1,1.0,0,0,conc,False,False
that,4,22,homonyms_only_different_pos,0,None,0,0,-,True,False
entomb,1,1,mon,1,1.0,0,0,-,ooc,False
meliorate,1,1,mon,2,0.2857142857142857,1,0,-,ooc,False
headshrinker,1,2,poly,0,None,0,0,-,ooc,False
ancients,1,1,mon,3,0.16666666666666666,0,0,abs-conc,ooc,False
acquiesce,1,1,mon,1,1.0,0,0,-,True,False
anguish,1,1,mon,4,0.2222222222222222,2,0,abs,False,False
sardinia,0,0,oov,2,0.375,0,0,n,False,False
kirtle,1,2,poly,2,0.6666666666666666,1,0,conc,ooc,False
clean out,1,2,poly,0,None,0,0,-,ooc,False
death roll,1,1,mon,0,None,0,0,-,ooc,False
proportionate,1,1,mon,3,None,1,0,-,ooc,False
hangup,1,1,mon,0,None,0,0,-,ooc,False
guardianship,1,1,mon,2,0.5882352941176471,0,0,abs,ooc,False
morale,1,1,mon,2,0.42857142857142855,1,0,abs,False,False
whicker,0,0,oov,2,None,0,0,abs,False,False
hessian,1,2,poly,1,1.0,0,0,conc,ooc,False
sheriff,1,2,poly,1,1.0,0,0,conc,ooc,False
yeast,1,1,mon,2,0.2857142857142857,1,0,conc,ooc,False
exacerbate,1,1,mon,2,0.25,1,3,-,False,False
fly at,1,1,mon,0,None,0,0,-,ooc,False
hay fever,1,1,mon,0,None,0,0,-,ooc,False
death trap,1,1,mon,0,None,0,0,-,ooc,False
gong,1,2,poly,3,0.9,1,0,conc,ooc,False
collection,1,6,poly,4,0.1111111111111111,2,5,abs-conc,False,False
untold,1,2,poly,1,1.0,0,0,-,ooc,False
fishy,1,2,poly,2,None,1,0,-,ooc,False
gallstone,1,1,mon,1,1.0,0,0,conc,ooc,False
remembrance,1,2,poly,2,0.26666666666666666,1,5,abs,False,False
arable,2,2,homonyms_only_different_pos,1,1.0,0,0,-,ooc,False
designs,1,1,mon,14,0.10526315789473684,0,0,abs-conc,ooc,False
plan,2,7,homonyms_only_different_pos,7,0.125,4,8,abs-conc,True,False
provocatively,0,0,oov,1,1.0,0,0,-,False,False
woodenheaded,1,1,mon,0,None,0,0,-,ooc,False
hellish,1,2,poly,2,None,1,0,-,ooc,False
disengage,1,2,poly,3,0.2857142857142857,2,1,-,ooc,False
combined operations,1,1,mon,0,None,0,0,-,ooc,False
competitor,1,1,mon,1,0.6666666666666666,0,1,conc,ooc,False
rampart,1,1,mon,1,1.0,0,0,conc,ooc,False
smoker,1,3,poly,3,0.10526315789473684,2,0,abs-conc,ooc,False
Charles Dickens,0,0,oov,0,None,0,0,-,ooc,True
broach,1,2,poly,2,None,0,0,conc,ooc,False
alimony,1,1,mon,1,1.0,0,0,abs,ooc,False
contumely,1,2,poly,1,1.0,0,0,abs,ooc,False
template,1,1,mon,1,1.0,0,0,abs,ooc,False
free - range,1,1,mon,0,None,0,0,-,ooc,False
velveteen,1,1,mon,1,1.0,0,0,conc,ooc,False
attribute to,1,2,poly,0,None,0,0,-,ooc,False
maidenhair,1,1,mon,1,1.0,0,0,conc,ooc,False
welfare,1,3,poly,3,0.2222222222222222,3,0,abs,False,False
dictation,1,2,poly,3,0.2857142857142857,1,0,abs,ooc,False
stick shift,1,1,mon,0,None,0,0,-,ooc,False
subsequently,0,0,oov,1,1.0,0,0,-,False,False
carbolic acid,1,1,mon,0,None,0,0,-,ooc,False
tramway,0,0,oov,2,0.6666666666666666,1,0,conc,False,False
hub,1,2,poly,2,0.46153846153846156,2,6,conc,True,False
sino-british,0,0,oov,0,None,0,0,-,False,False
weal,2,2,homonyms_also_same_pos,1,1.0,0,0,abs,ooc,False
refuge,1,3,poly,4,0.125,2,4,abs-conc,False,False
contuse,1,1,mon,1,1.0,0,0,-,ooc,False
steam,2,12,homonyms_only_different_pos,7,0.2222222222222222,4,6,abs,True,False
consultation,1,2,poly,3,0.26666666666666666,1,3,abs,ooc,False
hooh,0,0,oov,0,None,0,0,-,False,False
transporter bridge,1,1,mon,0,None,0,0,-,ooc,False
kiss,2,12,homonyms_only_different_pos,6,0.11764705882352941,3,12,abs-conc,True,False
snorter,1,1,mon,3,0.14285714285714285,2,0,abs-conc,ooc,False
flake out,1,1,mon,0,None,0,0,-,ooc,False
elves,1,1,mon,3,0.23529411764705882,0,0,abs,ooc,False
linesman,1,2,poly,2,0.6,2,0,conc,ooc,False
mastodon,1,1,mon,1,1.0,0,0,conc,ooc,False
oleograph,1,1,mon,0,None,0,0,-,ooc,False
benefice,1,1,mon,2,None,0,0,abs,ooc,False
concrete mixer,1,1,mon,0,None,0,0,-,ooc,False
louis,0,0,oov,1,1.0,0,0,n,False,False
put - up job,1,1,mon,0,None,0,0,-,ooc,False
ginkgo,1,1,mon,1,1.0,0,0,conc,ooc,False
beta,1,2,poly,4,0.2222222222222222,1,0,abs,ooc,False
blast furnace,1,1,mon,0,None,0,0,-,ooc,False
dissolute,1,1,mon,1,1.0,0,0,-,ooc,False
contortion,1,2,poly,2,0.26666666666666666,0,0,abs,ooc,False
t-shirt,0,0,oov,1,1.0,0,0,conc,False,False
Gents,1,1,mon,3,0.3333333333333333,0,0,conc-n,ooc,False
starry - eyed,1,1,mon,0,None,0,0,-,ooc,False
pate,1,1,mon,2,0.18181818181818182,1,0,conc,ooc,False
skimpy,1,1,mon,1,1.0,0,0,-,ooc,False
nobly,1,2,poly,1,1.0,0,0,-,ooc,False
Psalter,1,1,mon,1,1.0,0,0,conc,ooc,False
stoneware,1,1,mon,1,1.0,0,0,conc,ooc,False
niggle,1,2,poly,2,0.18181818181818182,1,0,-,False,False
headwind,1,1,mon,1,1.0,0,0,conc,ooc,False
concoction,1,2,poly,4,0.125,1,0,abs-conc,ooc,False
collaborator,0,0,oov,3,0.5217391304347826,0,0,conc,False,False
pathway,1,1,mon,2,0.2222222222222222,1,4,conc,ooc,False
physicality,0,0,oov,1,1.0,0,0,abs,False,False
upbraid,1,1,mon,1,1.0,0,0,-,ooc,False
cart track,1,1,mon,0,None,0,0,-,ooc,False
anglo-swedish,0,0,oov,0,None,0,0,-,False,False
purebred,1,1,mon,2,None,0,0,conc,ooc,False
Riesling,1,1,mon,2,0.17391304347826086,2,0,abs-conc,ooc,False
1943,0,0,oov,0,None,0,0,-,False,False
disappoint,1,2,poly,1,1.0,0,1,-,ooc,False
shares,1,1,mon,10,0.08695652173913043,0,0,abs-conc,ooc,False
spun,1,1,mon,8,0.16666666666666666,0,0,-,ooc,False
mammalian,0,0,oov,2,None,0,0,conc,False,False
BELGIUM,0,0,oov,1,1.0,0,0,n,ooc,True
betrayal,1,2,poly,2,0.23529411764705882,0,0,abs,True,False
Princeton University,0,0,oov,0,None,0,0,-,ooc,True
awry,1,2,poly,4,None,2,0,-,ooc,False
amphitheatre,1,1,mon,2,0.7058823529411765,1,0,conc,ooc,False
level off,1,1,mon,0,None,0,0,-,ooc,False
intrust,1,1,mon,1,1.0,0,0,-,ooc,False
colloquy,1,1,mon,2,0.6666666666666666,1,0,abs,ooc,False
diction,1,3,poly,2,0.42857142857142855,2,0,abs,ooc,False
inanity,1,2,poly,1,1.0,0,0,abs,ooc,False
poisonous,1,4,poly,3,None,1,0,-,ooc,False
hurly - burly,1,1,mon,0,None,0,0,-,ooc,False
semifinalist,1,1,mon,1,1.0,0,0,conc,ooc,False
tightrope,1,1,mon,1,1.0,0,0,conc,ooc,False
ravage,1,2,poly,3,0.3333333333333333,1,0,abs,ooc,False
call on,1,3,poly,0,None,0,0,-,ooc,False
scandal,1,3,poly,2,0.47058823529411764,1,0,abs,False,False
drive,2,24,homonyms_only_different_pos,34,0.09090909090909091,14,20,abs-conc,True,False
51st,0,0,oov,0,None,0,0,-,False,False
Mephistopheles,1,1,mon,1,1.0,0,0,n,ooc,False
whitehall,0,0,oov,2,0.10526315789473684,0,0,abs-n,False,False
mop - up,1,1,mon,0,None,0,0,-,ooc,False
show up,1,4,poly,0,None,0,0,-,ooc,False
mnemonics,1,1,mon,2,0.3,0,0,abs,ooc,False
woe,1,3,poly,2,0.4,1,3,abs,ooc,False
even up,1,1,mon,0,None,0,0,-,ooc,False
slipknot,1,1,mon,1,1.0,0,0,conc,ooc,False
sensitize,1,1,mon,4,0.3333333333333333,1,0,-,ooc,False
gardenia,1,2,poly,1,1.0,0,0,conc,ooc,False
poverty,1,2,poly,1,1.0,0,3,abs,False,False
mangle,3,4,homonyms_also_same_pos,5,0.15384615384615385,1,3,conc,ooc,False
misty,1,2,poly,2,None,1,0,-,ooc,False
robust,1,2,poly,4,None,1,0,-,True,False
salmon,1,3,poly,5,0.09523809523809523,1,0,abs-conc-n,False,False
stage fright,1,1,mon,0,None,0,0,-,ooc,False
cincture,1,1,mon,1,1.0,0,0,conc,ooc,False
wealth,1,2,poly,4,0.25,3,4,abs,False,False
red - light district,1,1,mon,0,None,0,0,-,ooc,False
cohesion,1,2,poly,3,0.13333333333333333,1,0,abs-conc,ooc,False
citizen,1,2,poly,1,1.0,0,0,conc,False,False
meditate,1,3,poly,2,0.3333333333333333,1,0,-,ooc,False
go slow,1,1,mon,0,None,0,0,-,ooc,False
unskilled,1,2,poly,3,None,1,0,-,True,False
midshipman,1,1,mon,1,1.0,0,0,conc,ooc,False
rag,4,12,homonyms_also_same_pos,11,0.09523809523809523,5,4,abs-conc,False,False
racy,1,1,mon,4,None,2,0,-,ooc,False
stammer,2,3,homonyms_only_different_pos,2,None,0,0,abs,ooc,False
meadowsweet,1,1,mon,0,None,0,0,-,ooc,False
snitch,2,3,homonyms_only_different_pos,3,0.2,2,0,conc,ooc,False
viands,1,1,mon,2,0.7142857142857143,0,0,conc,ooc,False
socialite,1,1,mon,1,1.0,0,0,conc,ooc,False
polity,1,3,poly,3,0.26666666666666666,1,0,abs,ooc,False
climate,1,2,poly,2,0.7692307692307693,1,0,abs,True,False
mitigate,1,3,poly,2,0.16666666666666666,1,1,-,ooc,False
Kazakhs,0,0,oov,3,0.10526315789473684,0,0,abs-conc-n,ooc,True
keep at,1,1,mon,0,None,0,0,-,ooc,False
prior to,1,1,mon,0,None,0,0,-,False,False
approbatory,1,1,mon,1,1.0,0,0,-,ooc,False
half-time,0,0,oov,2,None,0,0,-,True,False
pillion,1,2,poly,1,1.0,0,0,conc,ooc,False
financial,1,1,mon,1,1.0,0,0,-,False,False
fuck about,1,1,mon,0,None,0,0,-,ooc,False
prohibit,1,2,poly,1,1.0,0,3,-,ooc,False
gladiator,1,1,mon,2,0.631578947368421,1,0,conc,ooc,False
telephone directory,1,1,mon,0,None,0,0,-,ooc,False
magi,1,1,mon,3,0.15384615384615385,0,0,conc-n,ooc,False
Tirana,0,0,oov,1,1.0,0,0,n,ooc,True
perennial,2,4,homonyms_only_different_pos,4,None,1,0,conc,True,False
dine in,1,1,mon,0,None,0,0,-,ooc,False
insulin,1,1,mon,1,0.9,0,0,abs,ooc,False
paddle,3,9,homonyms_also_same_pos,10,0.2,3,5,conc,ooc,False
breastbone,1,1,mon,1,1.0,0,0,conc,ooc,False
full time,1,1,mon,0,None,0,0,-,ooc,False
cold shoulder,1,1,mon,0,None,0,0,-,ooc,False
ingenious,1,1,mon,1,1.0,1,0,-,ooc,False
handclap,1,1,mon,1,1.0,0,0,abs,ooc,False
- 'll,1,2,poly,0,None,0,0,-,ooc,False
peter,0,0,oov,2,0.23529411764705882,1,0,conc-n,False,False
abominate,1,1,mon,1,1.0,0,0,-,ooc,False
fetlock,1,1,mon,2,0.7142857142857143,1,0,conc,ooc,False
librarian,1,1,mon,1,1.0,0,0,conc,False,False
iceberg,1,1,mon,2,0.25,1,0,conc,ooc,False
strange,1,4,poly,3,None,2,0,-,False,False
pureblooded,1,1,mon,1,1.0,0,0,-,ooc,False
lawmaker,0,0,oov,1,1.0,0,0,conc,False,False
befall,1,1,mon,2,0.3333333333333333,1,1,-,ooc,False
roll of honour,1,1,mon,0,None,0,0,-,ooc,False
non-punitive,0,0,oov,0,None,0,0,-,False,False
leprosy,1,1,mon,1,1.0,0,0,abs,ooc,False
plebeian,1,2,poly,2,None,1,0,conc,ooc,False
faint,3,8,homonyms_only_different_pos,8,None,2,0,abs,True,False
takeoff,1,2,poly,4,0.23529411764705882,0,0,abs,ooc,False
beachwear,1,1,mon,1,1.0,0,0,conc,ooc,False
malaise,1,2,poly,1,1.0,0,0,abs,True,False
networking,0,0,oov,1,1.0,0,0,-,False,False
done,1,9,poly,15,0.16666666666666666,1,0,-,ooc,False
berserk,1,1,mon,2,None,0,0,conc,False,False
defeatism,1,1,mon,1,1.0,0,0,abs,ooc,False
darling,2,3,homonyms_only_different_pos,3,0.3076923076923077,1,0,conc-n,False,False
scrummage,1,1,mon,1,1.0,0,0,abs,False,False
back street,1,1,mon,0,None,0,0,-,ooc,False
cloud,2,10,homonyms_only_different_pos,14,0.125,6,5,abs-conc,True,False
cash and carry,1,1,mon,0,None,0,0,-,ooc,False
division lobby,1,1,mon,0,None,0,0,-,ooc,False
underslung,1,1,mon,3,None,1,0,-,ooc,False
gallows bird,1,1,mon,0,None,0,0,-,ooc,False
Umar,0,0,oov,0,None,0,0,-,ooc,True
laryngitis,1,1,mon,1,1.0,0,0,abs,ooc,False
pauline,0,0,oov,1,1.0,0,0,-,False,False
maid of honour,1,2,poly,0,None,0,0,-,ooc,False
concerned,1,5,poly,5,0.5,1,0,-,True,False
satin,1,1,mon,1,1.0,0,0,conc,ooc,False
supplicant,1,1,mon,3,0.6666666666666666,0,0,conc,ooc,False
Bull,1,1,mon,15,0.07142857142857142,2,0,abs-conc-n,ooc,False
backdate,1,1,mon,1,1.0,0,0,-,ooc,False
join in,1,1,mon,0,None,0,0,-,ooc,False
lacking,1,3,poly,3,None,1,0,-,ooc,False
tallboy,1,1,mon,1,1.0,0,0,conc,ooc,False
affix,2,3,homonyms_only_different_pos,4,0.6666666666666666,1,0,abs,ooc,False
definitive,1,2,poly,3,None,1,0,-,False,False
milk round,1,1,mon,0,None,0,0,-,ooc,False
foxglove,1,1,mon,1,1.0,0,0,conc,ooc,False
NEW ZEALAND,0,0,oov,0,None,0,0,-,ooc,True
cutoff,1,2,poly,3,0.14285714285714285,0,0,abs-conc,ooc,False
tide over,2,2,homonyms_only_different_pos,0,None,0,0,-,ooc,False
plushy,1,1,mon,2,None,0,0,-,ooc,False
ionize,1,1,mon,2,0.2857142857142857,1,0,-,ooc,False
supine,1,2,poly,2,None,1,0,-,ooc,False
smirch,2,2,homonyms_only_different_pos,4,0.25,2,0,abs,ooc,False
imperturbable,1,1,mon,1,1.0,0,0,-,ooc,False
clotted cream,1,1,mon,0,None,0,0,-,ooc,False
- craft,1,3,poly,0,None,0,0,-,ooc,False
Ku Klux Klan,1,1,mon,0,None,0,0,-,ooc,False
oncoming,1,2,poly,2,None,0,0,abs,ooc,False
dartmoor,0,0,oov,0,None,0,0,-,False,False
locket,1,1,mon,1,1.0,0,0,conc,ooc,False
exacting,1,1,mon,5,0.18181818181818182,1,0,-,ooc,False
but,5,19,homonyms_only_different_pos,1,1.0,0,0,-,False,False
firsthand,1,1,mon,2,None,0,0,-,ooc,False
watery,1,4,poly,4,None,1,0,-,ooc,False
ophthalmology,1,1,mon,1,1.0,0,0,abs,ooc,False
i,0,0,oov,4,0.23529411764705882,0,0,abs,True,False
arse,1,2,poly,2,0.625,1,0,conc,ooc,False
metronome,1,1,mon,1,1.0,0,0,conc,ooc,False
preconception,1,1,mon,2,0.5,1,0,abs,ooc,False
quench,1,1,mon,6,0.14285714285714285,2,4,-,True,False
trump up,1,1,mon,0,None,0,0,-,ooc,False
undivided,1,1,mon,4,None,1,0,-,ooc,False
reputation,1,2,poly,3,0.21052631578947367,1,4,abs,False,False
qt,1,2,poly,0,None,0,0,-,ooc,False
shotgun,1,1,mon,1,1.0,0,0,conc,False,False
colicky,1,2,poly,1,1.0,0,0,-,ooc,False
reactivate,1,1,mon,1,1.0,0,0,-,ooc,False
sagebrush,1,1,mon,1,1.0,0,0,conc,ooc,False
tear into,1,1,mon,0,None,0,0,-,ooc,False
brittany,0,0,oov,1,1.0,0,0,n,False,False
